footnote,sln,prefix,crs,lab,sect,title,credit,days,start,end,bldg,room,instructor,limit,enrolled
,,V M,575,,01,[@] SM AN THERIO,1.0,,,,ARR,ARR,MEMON,0100,0033
,,V M,585,,01,[@] EPIDEMIOLOGY,1.0,,,,ARR,ARR,HANCOCK,0120,0108
,,V M,586,,01,[@] AN EPIDEMIOL,2.0,,,,ARR,ARR,HANCOCK,0030,0000
,74658,BIOL,103,L,19,[B] INTRO BIOL,,TH,15:10,18,SCIE,235,,0024,0024
,,V M,589,,01,[@] CLINICL PATH,3.0,,,,ARR,ARR,WARDROP,0120,0104
,83931,V M,590,,01,[@] VET CL NUTR,V,,,,ARR,ARR,,0100,0074
,,V M,598,,01,[@] INTROCLINICS,1.0,,,,ARR,ARR,WHITE,0120,0110
,,V M,599,,01,[@] SP PROBLEMS,V,,,,ARR,ARR,,0100,0110
,,V M,600,,01,[@] SCI WRIT PRE,1.0,,,,ARR,ARR,,0100,0010
,,V M,603,,01,[@] CLIN EL OSU,V,,,,ARR,ARR,,0050,0014
,,V M,610,,01,[@] SM AN HOSPTL,V,,,,ARR,ARR,,0100,0067
,,V M,611,,01,[@] SA SURG ORTH,V,,,,ARR,ARR,,0100,0001
,,V M,612,,01,[@] SOFT TISSUE,V,,,,ARR,ARR,,0100,0001
,,V M,613,,01,[@] SA MED REFER,V,,,,ARR,ARR,,0100,0002
,74666,BIOL,103,L,20,[B] INTRO BIOL,,TH,15:10,18,SCIE,238,,0024,0023
,,V M,614,,01,[@] SA LOCAL MED,V,,,,ARR,ARR,,0100,0001
,,V M,615,,01,[@] SA SPEC PRAC,V,,,,ARR,ARR,,0100,0027
,,V M,616,,01,[@] EXOT AN MED,V,,,,ARR,ARR,,0100,0016
,,V M,617,,01,[@] CLIN NEUROLO,V,,,,ARR,ARR,,0100,0001
,,V M,618,,01,[@] DENTISTRY,V,,,,ARR,ARR,,0100,0006
,,V M,630,,01,[@] LG AN HOSPTL,V,,,,ARR,ARR,,0100,0022
,,V M,631,,01,[@] POP MEDICINE,V,,,,ARR,ARR,,0100,0010
,,V M,632,,01,[@] LA THERIO,V,,,,ARR,ARR,MEMON,0100,0017
,,V M,633,,01,[@] AG AN MED/SX,V,,,,ARR,ARR,PARISH,0100,0000
,,V M,634,,01,[@] DIS EPIDMIOL,V,,,,ARR,ARR,GAY,0100,0000
,74674,BIOL,103,L,21,[B] INTRO BIOL,,TH,19:10,22,SCIE,235,,0024,0023
,,V M,635,,01,[@] PREVENT MED,V,,,,ARR,ARR,,0100,0008
,,V M,636,,01,[@] EQ MED ELEC,V,,,,ARR,ARR,,0100,0000
,,V M,637,,01,[@] EQ SURG ELEC,V,,,,ARR,ARR,,0100,0001
,,V M,638,,01,[@] EQ TRK BLOCK,V,,,,ARR,ARR,,0100,0000
,,V M,639,,01,[@] SA THERIO CL,V,,,,ARR,ARR,,0100,0000
,,V M,650,,01,[@] ANES CAS MGT,V,,,,ARR,ARR,,0100,0040
,,V M,651,,01,[@] PHAR& THERAP,1.0,,,,ARR,ARR,,0100,0000
,,V M,652,,01,[@] RADIOLOGY,V,,,,ARR,ARR,,0100,0041
,,V M,653,,01,[@] IMAG SERVICE,V,,,,ARR,ARR,,0100,0013
,,V M,656,,01,[@] DIAGNOSTICS,V,,,,ARR,ARR,LEATHER,0100,0015
Q,74716,BIOL,104,,01,[B] INTRO BIOL,4.0,"M,W,F",12:10,,HLD,G3,,0192,0172
,,V M,657,,01,[@] CL PATHOLOGY,V,,,,ARR,ARR,,0100,0021
,,V M,675,,01,[@] EM/CRIT CARE,V,,,,ARR,ARR,,0100,0025
,,V M,676,,01,[@] VET RES PRAC,V,,,,ARR,ARR,,0100,0000
,,V M,690,,01,[@] EXTERNSHIP,V,,,,ARR,ARR,,0100,0004
,,V M,691,,01,[@] PRECEPTORSHP,V,,,,ARR,ARR,,0100,0010
,,V M,692,,01,[@] GOV CORP ZOO,V,,,,ARR,ARR,,0100,0001
,,V M,693,,01,[@] LAB AN MED,V,,,,ARR,ARR,,0100,0001
,,V M,694,,01,[@] AVIAN MED,V,,,,ARR,ARR,DHILLON,0015,0000
,,V M,699,,01,[@] AD CLIN ELEC,V,,,,ARR,ARR,,0100,0022
,63172,V MIC,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,74724,BIOL,104,L,01,[B] INTRO BIOL,,TU,9:10,12,SCIE,202,,0024,0021
,63180,V MIC,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,63198,V MIC,535,,01,ADV READINGS,1.0,,,,ARR,ARR,,0010,0005
,63206,V MIC,536,,01,DIAG MIC CON,1.0,,,,ARR,ARR,,0012,0000
,63214,V MIC,537,,01,VIR DIAGNOS,3.0,,,,ARR,ARR,EVERMANN,0010,0000
,63222,V MIC,541,,01,ADV DIAG MIC,1.0,,,,ARR,ARR,,0012,0002
,63230,V MIC,562,,01,MOL DIAG MIC,1.0,,,,ARR,ARR,RURANGIRWA,0010,0000
,63248,V MIC,572,,01,AD TOPIC MPI,V,,,,ARR,ARR,,0025,0000
,63255,V MIC,591,,01,SEM DIAG MIC,1.0,,,,ARR,ARR,,0012,0003
,63263,V MIC,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,63271,V MIC,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,74732,BIOL,104,L,02,[B] INTRO BIOL,,TU,12:10,15,SCIE,202,,0024,0025
,63289,V MIC,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0002
,63297,V MIC,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0008
,63537,V PA,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,63545,V PA,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,63552,V PA,501,,01,CASE STUDIES,V,,,,ARR,ARR,HINES,0100,0000
,63560,V PA,525,,01,INT RD VPATH,1.0,,,,ARR,ARR,,0012,0001
,63578,V PA,542,,01,ADV DIAG PA,V,,,,ARR,ARR,,0030,0014
,63586,V PA,543,,01,LAB AN PATH,3.0,,,,ARR,ARR,LEATHERS,0010,0000
,63594,V PA,544,,01,IMMUNOPATH,3.0,,,,ARR,ARR,MCGUIRE,0025,0003
,63602,V PA,548,,01,INT RESEARCH,1.0,,,,ARR,ARR,,0030,0004
,74740,BIOL,104,L,03,[B] INTRO BIOL,,TU,15:10,18,SCIE,202,,0024,0024
,63610,V PA,555,,01,RES PROG SEM,1.0,TU,12:10,,ADBF,1002,,0020,0015
,63628,V PA,569,,01,RESEARCH PRO,1.0,,,,ARR,ARR,,0015,0006
,63636,V PA,571,,01,ADV PATH TOP,V,,,,ARR,ARR,,0025,0000
,63644,V PA,592,,01,AN PATH SEM,1.0,,,,ARR,ARR,,0030,0015
,63651,V PA,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,63669,V PA,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,63677,V PA,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0001
,63685,V PA,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0020
,63701,V PH,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,63719,V PH,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,74765,BIOL,104,L,05,[B] INTRO BIOL,,W,15:10,18,SCIE,202,,0024,0021
,63727,V PH,501,,01,PERSPECT P/T,1.0,TU,9:10,,WEGN,G-55,SPETH,0020,0000
,63735,V PH,505,,01,DESGN&ANALYS,4.0,"M,TU,F",8:10,,WEGN,G-55,SLINKER,0020,0014
,63743,V PH,525,,01,TOPICS PHARM,1.0,,,,ARR,ARR,,0100,0000
,63776,V PH,531,,01,NEUROSC LAB,1.0,,,,ARR,ARR,SLINKER,0025,0000
,63792,V PH,541,,01,BIOCHEMISTRY,3.0,,,,ARR,ARR,,0100,0000
,63800,V PH,545,,01,EXPER DESIGN,1.0,,,,ARR,ARR,RITTER,0100,0000
,63818,V PH,555,,01,GEN CEL PHYS,4.0,"M,W,F",10:10,,JSNT,226,HARDING,0020,0007
,63826,V PH,555,L,01,GEN CEL PHYS,,TU,19:10,22,HLD,231,,0020,0005
,63834,V PH,590,,01,SEMINAR,1.0,,,,ARR,ARR,,0100,0009
,63842,V PH,592,,01,RES TOP PHYS,2.0,F,12:10,,WEGN,G-1,,0030,0000
Q,11197,ADVER,382,,01,MEDIA PLAN,3.0,"TU,TH",9:10,10:25,MURE,243,BOLLS,0023,0024
,74773,BIOL,104,L,06,[B] INTRO BIOL,,W,19:10,22,SCIE,202,,0024,0016
,63859,V PH,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,63867,V PH,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,63875,V PH,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0001
,63883,V PH,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0000
,63891,W ST,150,,01,[S] MAR SEX STYL,3.0,"M,W,F",10:10,,TROY,201,,0008,0008
,63909,W ST,200,,01,[S] INTRO WOMEN,3.0,"M,W,F",10:10,,TODD,334,,0035,0028
,63917,W ST,200,,02,[S] INTRO WOMEN,3.0,"M,W,F",13:10,,TODD,334,STURGEON,0035,0029
,63925,W ST,200,,03,[S] INTRO WOMEN,3.0,"M,W,F",14:10,,TODD,334,,0035,0014
,63933,W ST,200,,04,[S] INTRO WOMEN,3.0,"TU,TH",9:10,10:25,JSNH,48,AGUILAR,0035,0017
,63941,W ST,204,,01,[S] FAMILY SYSTM,3.0,"M,W,F",10:10,,TODD,434,,0010,0010
,74781,BIOL,104,L,07,[B] INTRO BIOL,,TH,9:10,12,SCIE,202,,0024,0024
,63958,W ST,204,,02,[S] FAMILY SYSTM,3.0,"TU,TH",12:00,13:15,TODD,420,,0010,0010
,74047,W ST,214,,01,[S] GEND IN AMER,3.0,"M,W,F",8:10,,SLOA,38,MCKEE,0015,0001
,63966,W ST,216,,01,[H] AMER CULTURE,3.0,"M,W,F",14:10,,BRYN,324,,0020,0006
,63982,W ST,230,,01,HUMAN SEX,3.0,"M,W,F",10:10,,TODD,230,,0012,0010
,64022,W ST,300,,01,[S] RACE CLS GEN,3.0,"TU,TH",10:35,11:50,WILS,6,,0011,0006
,64030,W ST,300,,02,[S] RACE CLS GEN,3.0,"M,W,F",14:10,,TODD,302,LUGO,0010,0006
,64055,W ST,301,,01,TOPICS W ST,V,,,,ARR,ARR,,0002,0000
,64063,W ST,308,,01,[H] WOMEN ART I,3.0,"TU,TH",10:35,11:50,TROY,203,HELM,0005,0002
,64071,W ST,309,,01,[H] WOMEN WRITER,3.0,"TU,TH",12:00,13:15,AVER,102,ROMAN,0010,0003
,64113,W ST,316,,01,[K] GENDER XCULT,3.0,"M,W,F",11:10,,FULM,438,BOWSER,0025,0024
,74799,BIOL,104,L,08,[B] INTRO BIOL,,TH,12:10,15,SCIE,202,,0024,0022
,64121,W ST,316,,02,[K] GENDER XCULT,3.0,"M,W,F",13:10,,CLEV,30E,JONES,0025,0008
,64147,W ST,320,,01,RESOURCE MGT,3.0,"M,W,F",13:10,,TODD,307,DILLMAN,0005,0003
,64154,W ST,321,,01,WOMSPIRITUAL,V,TH,12,13:15,KHSE,ARR,STERNS,0025,0006
,64162,W ST,324,,01,[S] PSYCH WOMEN,3.0,"TU,TH",10:35,11:50,TODD,120,KATZ,0015,0015
T,64188,W ST,350,,01,[S] EUR WOM HIST,3.0,"TU,TH",10:35,11:50,MURW,54,PEABODY,0010,0000
,64196,W ST,351,,01,[S] SOC OF FAM,3.0,"M,W,F",10:10,,CLEV,30E,,0010,0004
,64204,W ST,351,,02,[S] SOC OF FAM,3.0,"TU,TH",9:10,10:25,COLL,125,LOY,0010,0004
,73395,W ST,372,,01,[S] NAT AM WOMEN,3.0,"TU,TH",13:25,14:40,TODD,307,SCHENCK,0010,0001
,67298,W ST,375,,01,[M] WOMEN ETHICS,3.0,"TU,TH",10:35,11:50,BRYN,404,BLOODSWORTH,0010,0010
,64212,W ST,384,,01,[S] SOC OF GENDR,3.0,"M,W,F",9:10,,TODD,307,THORNE,0009,0007
,74807,BIOL,104,L,09,[B] INTRO BIOL,,TH,15:10,18,SCIE,202,,0024,0019
,67280,W ST,391,,01,3WRLDWOMFILM,3.0,"TU,TH",14:50,16:05,WILS,3,SCIACHITANO,0029,0018
,64220,W ST,406,,01,[T] WOM & WORK,3.0,"TU,TH",13:25,14:40,TODD,413,DUNLAP,0033,0033
,64238,W ST,407,,01,[B] BIOL WOMEN,3.0,"TU,TH",13:25,14:40,FULM,125,,0018,0003
,64246,W ST,409,,01,[H] WOMEN/AM WST,3.0,"TU,TH",12:00,13:15,AVER,106,BURBICK,0010,0009
,64253,W ST,410,,01,INTERNSHIP,V,TU,19:10,21,ARR,ARR,MEUTH,0025,0007
,67306,W ST,411,,01,AS/PC AM WOM,3.0,"TU,TH",12,13:15,TODD,126,VO,0015,0003
,64261,W ST,421,,01,AMER WEST,3.0,"TU,TH",10:35,11:50,WILS,3,HIRT,0020,0001
,64279,W ST,454,,01,[T] LA CHICANA,3.0,"TU,TH",12:00,13:15,COLL,135,FLORES-NIEMANN,0015,0008
T,64287,W ST,481,,01,[M] W ST THEORY,3.0,"TU,TH",10:35,11:50,MURW,54,SCIACHITANO,0025,0017
,64295,W ST,484,,01,[S] LESB/GAY STD,3.0,"TU,TH",13:25,14:40,TODD,430,BLOODSWORTH,0030,0026
Q,74823,BIOL,105,,01,[B] BIO S LAB,1.0,TH,19:10,22,EAST,192,,0048,0035
,64303,W ST,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0003
,64311,W ST,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0002
,64329,ZOOL,135,,01,[B] AN NAT HIST,3.0,"M,W,F",14:10,,TODD,125,TURNER,0140,0060
,64337,ZOOL,150,,01,[Q] EVOLUTION,3.0,"TU,TH",10:10,,SCIE,201,KARDONG,0008,0008
,64345,ZOOL,150,,02,[Q] EVOLUTION,3.0,"TU,TH",10:10,,SCIE,201,,0015,0014
,64352,ZOOL,150,,03,[Q] EVOLUTION,3.0,"TU,TH",10:10,,SCIE,201,,0007,0007
,,ZOOL,150,,04,[Q] EVOLUTION,3.0,"TU,TH",10:10,,SCIE,201,,0007,0002
,,ZOOL,150,,05,[Q] EVOLUTION,3.0,"TU,TH",10:10,,SCIE,201,,0008,0001
,64386,ZOOL,224,,01,ADAP STRA AN,3.0,"TU,TH",10:35,11:50,WEBS,11,MILLER,0050,0024
,64394,ZOOL,225,,01,GEN ZOOL LAB,1.0,TH,13:10,16,EAST,170,MILLER,0040,0015
,74831,BIOL,201,,01,[B] CONTEMP BIOL,1.0,W,15:10,,SCIE,201,,0140,0134
Q,64410,ZOOL,251,,01,HUM PHYSIOL,4.0,"M,W,F",10:10,,CLEV,30W,LIPAR,0120,0115
,64428,ZOOL,251,L,01,HUM PHYSIOL,,TU,14:10,17,HLD,201,,0030,0030
,64436,ZOOL,251,L,02,HUM PHYSIOL,,W,14:10,17,HLD,201,,0030,0029
,64444,ZOOL,251,L,03,HUM PHYSIOL,,TH,14:10,17,HLD,201,,0030,0029
,64451,ZOOL,251,L,04,HUM PHYSIOL,,TH,19:10,22,HLD,201,,0030,0027
Q,64477,ZOOL,315,,01,GR MIC ANAT,4.0,"M,W,F",11:10,,TODD,276,,0150,0124
,64485,ZOOL,315,L,01,GR MIC ANAT,,TU,9:10,12,MORL,8,,0030,0028
,64493,ZOOL,315,L,02,GR MIC ANAT,,TH,14:10,17,MORL,8,,0030,0020
,64501,ZOOL,315,L,03,GR MIC ANAT,,TH,9:10,12,MORL,8,,0030,0027
,64519,ZOOL,315,L,04,GR MIC ANAT,,F,14:10,17,MORL,8,,0030,0022
,74849,BIOL,201,,02,[B] CONTEMP BIOL,1.0,TH,12:10,,SCIE,201,,0140,0138
,64527,ZOOL,315,L,05,GR MIC ANAT,,TU,14:10,17,MORL,8,,0030,0025
Q,64550,ZOOL,320,,01,PRIN AN DEV,4.0,"TU,TH",9:10,10:25,CLEV,30E,HOSICK,0060,0046
,64568,ZOOL,320,L,01,PRIN AN DEV,,TU,14:10,17,HLD,229,,0030,0031
,64576,ZOOL,320,L,02,PRIN AN DEV,,TH,14:10,17,HLD,229,,0030,0015
Q,64592,ZOOL,322,,01,INVERT BIOL,4.0,"M,W,F",9:10,,EAST,196,SCHROEDER,0025,0023
,64600,ZOOL,322,L,01,INVERT BIOL,,F,14:10,17,EAST,196,,0025,0022
,64626,ZOOL,350,,01,COMP PHYSIOL,4.0,"TU,TH",12:00,13:15,TODD,127,SCHWABL,0025,0024
,64634,ZOOL,350,L,01,COMP PHYSIOL,,TH,14:10,17,HLD,232,,0025,0023
,64642,ZOOL,352,,01,CELL PHYSIOL,3.0,"M,W,F",8:10,,TODD,133,D. MOFFETT,0110,0098
,64659,ZOOL,393,,01,[M] SEMINAR,2.0,TU,16:10,,FULM,125,,0016,0016
Q,74856,BIOL,372,,01,GEN BIOLOGY,4.0,"TU,TH",9:10,10:25,HLD,AUD,BLACK,0020,0020
,64667,ZOOL,393,,02,[M] SEMINAR,2.0,W,16:10,,FULM,150,,0016,0016
,64683,ZOOL,405,,01,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,THOMPSON,0012,0011
,64691,ZOOL,405,,02,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0004
,64709,ZOOL,405,,03,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0012
,64717,ZOOL,405,,04,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0012
,64725,ZOOL,405,,05,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0003
,64733,ZOOL,405,,06,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0002
,64741,ZOOL,405,,07,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0011,0011
,64758,ZOOL,405,,08,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,64766,ZOOL,405,,09,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0011
Q,74864,BIOL,372,,02,GEN BIOLOGY,4.0,"TU,TH",9:10,10:25,HLD,G3,,0020,0015
,64774,ZOOL,405,,10,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0012,0012
,84657,ZOOL,407,,01,[B] BIOL WOMEN,3.0,"TU,TH",13:25,14:40,FULM,125,S. MOFFETT,0051,0025
I,64790,ZOOL,411,,01,LIMNOLOGY,4.0,"M,W",13:30,15:20,CNR,209,,0003,0000
I,64832,ZOOL,416,,01,PRN FISH MGT,4.0,"M,W",9:30,,CNR,108,SCARNECCHIA,0010,0001
,64840,ZOOL,417,,01,[M] PARASITOLOGY,4.0,"TU,TH",7:45,9,SCIE,201,,0050,0029
,64857,ZOOL,417,L,01,[M] PARASITOLOGY,,TU,14:10,17,EAST,170,,0025,0021
,64865,ZOOL,417,L,02,[M] PARASITOLOGY,,W,14:10,17,EAST,170,,0025,0007
I,64873,ZOOL,421,,01,VERT HST&ORG,4.0,"TU,TH",13:30,17:20,LS,280,,0020,0000
Q,66779,ZOOL,430,,01,[M] BIO AMPH REP,4.0,"M,W,F",12:10,,TODD,220,VERRELL,0030,0026
,66787,ZOOL,430,L,01,[M] BIO AMPH REP,,F,14:10,17,HLD,229,,0030,0025
Q,74872,BIOL,372,,03,GEN BIOLOGY,4.0,"TU,TH",9:10,10:25,HLD,G3,,0020,0010
""">>",64923,ZOOL,486,,01,MAR INV COMM,1.0,M,16:10,,EAST,273,SCHROEDER,0015,0007
,64949,ZOOL,496,,01,[M] SP PROB&REPT,V,,,,ARR,ARR,,0030,0000
,64956,ZOOL,497,,01,INSTRUC PRAC,V,,,,ARR,ARR,KING,0100,0012
,64964,ZOOL,498,,01,INTERNSHIP,V,,,,ARR,ARR,MILLER,0050,0009
,64972,ZOOL,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0004
,64980,ZOOL,499,,02,SP PROBLEMS,V,TU,17:00,,TODD,226,,0040,0014
,64998,ZOOL,505,,01,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,THOMPSON,0001,0000
,65003,ZOOL,505,,02,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65011,ZOOL,505,,03,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65029,ZOOL,505,,04,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
Q,11205,ADVER,382,,02,MEDIA PLAN,3.0,"M,W",11:50,13:05,MURE,243,NEWMAN,0023,0027
Q,74898,BIOL,372,,05,GEN BIOLOGY,4.0,"TU,TH",9:10,10:25,HLD,G3,,0003,0003
,65037,ZOOL,505,,05,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65045,ZOOL,505,,06,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65052,ZOOL,505,,07,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65060,ZOOL,505,,08,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0009,0001
,65078,ZOOL,505,,09,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65086,ZOOL,505,,10,PR ORG EVOL,3.0,"M,W",14:10,,SCIE,201,,0001,0000
,65094,ZOOL,506,,01,NERV SYS CHG,2.0,,,,ARR,ARR,DESANTIS,0020,0000
,65102,ZOOL,515,,01,FISH PHYSIOL,2.0,,,,ARR,ARR,CONGLETON,0010,0002
,66829,ZOOL,516,,01,FISH GENET,2.0,W,15:10,17:00,TODD,211,THORGAARD,0020,0005
,65110,ZOOL,526,,01,POPUL ANALYS,1.0,"TU,TH",14:30,16,FSHN,164,,0012,0002
,74914,BIOL,430,,01,METH TCH SCI,3.0,"M,W",13:10,,EAST,162,PAZNOKAS,0024,0001
,65128,ZOOL,529,,01,PRIN POP DYN,1.0,"TU,TH",14:30,16,FSHN,164,,0012,0003
,65144,ZOOL,555,,01,GEN CEL PHYS,4.0,"M,W,F",10:10,,JSNT,226,,0020,0001
,65151,ZOOL,555,L,01,GEN CEL PHYS,,TU,19:10,22,HLD,231,,0020,0001
,65169,ZOOL,589,,01,DOMESTICATE,V,TH,16:10,,TODD,121,THORGAARD,0020,0006
,65177,ZOOL,590,,01,ADV TOPICS,V,TH,16:30,18,TODD,302,,0020,0001
,65185,ZOOL,591,,01,TOP ECOL/EVO,V,,,,ARR,ARR,,0025,0004
,65193,ZOOL,592,,01,TOP CELL BIO,01.0,,,,ARR,ARR,,0010,0000
,65201,ZOOL,593,,01,SEMINAR,1.0,M,15:10,,TODD,276,,0040,0000
,65219,ZOOL,594,,01,VERT FORM FU,V,,,,ARR,ARR,,0010,0000
,65227,ZOOL,595,,01,SEMINAR II,1.0,,,,ARR,ARR,,0020,0005
,74922,BIOL,430,L,01,METH TCH SCI,,,,,ARR,ARR,,0024,0001
,65235,ZOOL,597,,01,TEACH PRAC,V,,,,ARR,ARR,,0020,0000
,65243,ZOOL,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,65250,ZOOL,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0015
,65268,ZOOL,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,65276,ZOOL,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0012
,74930,BIOL,452,,01,CELL PHY LAB,V,TU,14:10,17,EAST,166,OMOTO,0020,0008
,74948,BIOL,452,,02,CELL PHY LAB,V,TU,9:10,12,EAST,166,,0020,0004
,74963,BIOL,474,,01,HUMAN ECOL,3.0,"M,W",16:10,17:25,TROY,203,YOUNG,0020,0014
,74989,BIOL,490,,01,PROSEM IN PT,2.0,,,,ARR,ARR,,0012,0006
,74997,BIOL,491,,01,PT CLINIC EX,V,,,,ARR,ARR,,0100,0002
,75002,BIOL,495,,01,INTERNSHIP,V,,,,ARR,ARR,,0020,0002
,75010,BIOL,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0006
,10660,ACCTG,230,,04,INT FIN ACCT,3.0,"TU,TH",9:10,10:25,TODD,230,B. MCELDOWNEY,0112,0107
,11221,ADVER,475,,01,SEM ADVER,3.0,"TU,TH",16:15,17:30,SLOA,169,BOLLS,0030,0035
,75028,BIOL,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,75036,BIOL,519,,01,INT POP GEN,3.0,"TU,TH",10:35,11:50,TODD,234,GOMULKIEWICZ,0046,0012
,75044,BIOL,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,75051,BIOL,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,75069,BIOL,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0000
,75077,BIOL,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,16220,BSYSE,110,,01,ENGR LIV SYS,2.0,TU,11:10,,LJSM,260,PITTS,0040,0019
,16238,BSYSE,110,L,01,ENGR LIV SYS,,TH,11:10,13,LJSM,260,,0040,0017
,16246,BSYSE,120,,01,INNOV IN DES,2.0,"M,W",15:10,,SLOA,175,,0001,0001
,16253,BSYSE,120,,02,INNOV IN DES,2.0,"TU,TH",14:10,,CARP,102,,0001,0001
Q,11254,ADVER,480,,02,AD AGEN CAM,3.0,"TU,TH",12:00,13:15,MURE,242,PETEK,0030,0023
,16261,BSYSE,120,,03,INNOV IN DES,2.0,"TU,TH",11:10,,SLOA,175,,0001,0001
,16287,BSYSE,210,,01,ANALYSIS&DES,3.0,"M,W",9:10,,LJSM,259,STOCKLE,0040,0009
,16295,BSYSE,210,L,01,ANALYSIS&DES,,F,14:10,17,HULB,5,,0040,0008
,16303,BSYSE,320,,01,MECH BIOMTRL,4.0,"M,W,F",13:10,,LJSM,264,PITTS,0018,0009
,16311,BSYSE,320,L,01,MECH BIOMTRL,,W,17:10,20,FSHN,G20H,,0018,0008
,16329,BSYSE,339,,01,PERS BIO ENG,1.0,W,18:10,,CLAR,147,CAMPBELL,0018,0000
,16337,BSYSE,351,,01,ENVIR HYDROL,3.0,"M,W,F",12:10,,LJSM,260,WU,0040,0007
I,16345,BSYSE,353,,01,HYDROLOGY,3.0,"M,W,F",8:30,,ARR,ARR,BOLL,0020,0000
,73999,BSYSE,410,,01,[M] PROJ DES I,3.0,"TU,TH",10:35,11:50,LJSM,264,DANTS,0015,0010
Q,16394,BSYSE,441,,01,PROC CONTROL,3.0,"M,W,F",8:10,,SLOA,233,PETERSEN,0030,0005
,,ADVER,495,,01,PROF INTERN,V,,,,ARR,ARR,PETEK,0100,0012
,16402,BSYSE,452,,01,ECOENV E DES,3.0,,,,ARR,ARR,BOLL,0007,0007
,16410,BSYSE,452,L,01,ECOENV E DES,,,,,ARR,ARR,,0007,0006
I,16428,BSYSE,453,,01,IR&DRAIN SYS,3.0,"M,W",15:00,17,ARR,ARR,,0010,0000
I,16436,BSYSE,453,L,01,IR&DRAIN SYS,,M,14:30,16:20,ARR,ARR,,0010,0000
,16477,BSYSE,483,,01,FD SEPR PROC,3.0,"M,W,F",14:10,,LJSM,260,,0030,0001
,66753,BSYSE,487,,01,FD PLANT DES,3.0,"M,W,F",13:10,,CLAR,147,,0030,0000
,16519,BSYSE,495,,01,BSYSE INTERN,V,,,,ARR,ARR,,0100,0000
,16543,BSYSE,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0005
,16550,BSYSE,510,,01,RESEACH FUND,3.0,"M,W,F",9:30,,CNR,14,STOCK,0015,0000
