listing_id,listing_detail,price,bedrooms,total_baths,full_baths,square_feet,acres,year_built,status,MLS
1670286,"Fresh, updated 5 bedroom 2 bath home in convenient location close to the best Queen Anne and Fremont
        have to offer. Main lvl: Open living room & dining with fireplace & hardwood floors. Updated kitchen
        with breakfast nook. 2 bedrooms, full bath. Lower lvl: family rm with fireplace, 3 bedrooms, bath, utility rm.
        Great level garden for entertainment and play, Mayfair park nearby. Heat pump w/ AC. 1 car garage + ample off
        street parking.
    ","$938,000",5,,1,"1,840",0.11,,Active,1670286
1670010,"94 Walk Score TM! Seattle urban living at its best. Capitol Hill location w/downtown views on a
        tree-lined street. Open main level w/ marble countertops & custom Belmont cabinets. 2nd features one bed,
        full bath, + large flex space/3rd bed/office. Top floor master suite in/c master bath & a walk-in closet.
        Roof top Trex deck. Luxury finishes & superb detailing throughout. Efficient radiant heat, tankless water
        heater, concrete floors, Oak HW, & plush carpet. One car off-street parking spot.
    ","$1,049,950",3,,1,"1,720",0.03,,Pending,1670010
1666847,"Ideally situated, thoughtfully renovated MV/CH townhome! All new wide-plank light oak flooring,
        paint, lighting, countertops, ss gas appliances and more. Spacious main-floor great-room with with gas
        fireplace, private patio and separate grassy yard area. Upper level five-piece master ensuite with laundry, and
        add'l bedroom. Lower level features bedroom with ensuite bathroom, spacious garage and ample storage. Close to
        neighborhood cafes, shopping, and Arboretum. short commute to Downtown/SLU.
    ","$815,000",3,,1,"1,470",0.02,,Active,1666847
1670033,"Like new construction completely remodeled 5 bedroom home in amazing location! Sophistication and
        style in this open concept home w/ 2 master bedrooms & 4 baths, great room, exquisite designer tile,
        gorgeous chefs kitchen w/ SS appliances & gas stove, light cascades in from oversized windows into large
        rooms. Fully finished basement w/ 2nd kitchen, perfect for your clients. Coveted Seattle neighborhood close to
        UofW, U-Village, great restaurants, bus lines, light rail, & highly regarded schools.
    ","$1,250,000",5,,2,"2,950",0.12,,Active,1670033
1661205,"European designed condo in sought after Queen Anne! Close to Lk Union & DT Seattle. 1 bdrm/1
        bath. Great urban location for full time resident or 2nd home in city. Open kitchen w/breakfast bar overlooking
        living rm. Bamboo floors, slab granite counters, stainless apps, & more! Includes washer & dryer.
        Sliding glass door opens to private balcony. Building/unit features: Roof Top deck w/phenomenal views of
        Seattle, Elliott Bay & Mt Rainier, Plus 1 secure underground parking space! See to Believe!
    ","$335,000",1,,1,497,—,,Active,1661205
1671148,"Welcome to the Seventeen 07 Condominiums! Fantastic opportunity to live in the middle of all the
        action w/ this beautiful 2-bed unit. Owner was meticulous in keeping this home in Great condition! it features
        spacious dining/living areas, modern kitchen w/ SS apps, slab granite,in-unit w/d, & large pvt deck. Comes
        w/ rare 2 parking spaces & storage in the bsmt. Amenities incl lounge/theatre room,gym, pet grooming spa,
        & secure bike storage. Walk Score of 99!
    ","$511,000",2,,1,817,—,,Active,1671148
1653401,"Unique contemporary home situated serenely among the trees just a short distance from QA Ave, SPU
        & Fremont. Warm & inviting with hardwood floors, gas fireplace & open kitchen for entertaining. Each
        floor has its own bedroom/bathroom. Multiple decks facing each direction for sunrise & sunset views. A fully
        permitted studio ADU on lower level provides separate living/office space or extra income opportunity! 2-car
        garage is an extra bonus in this quiet Queen Anne residential neighborhood.
    ","$1,195,000",3,,2,"2,290",0.11,,Active,1653401
1670981,"Sunlit Greenwood home with walking distance to Green Lake! 87 Walk Score! Enjoy nearby daily
        conveniences of both coveted neighborhoods (restaurants, coffee shops, parks, bars, grocery, & more).
        Entertain guests outside on the composite deck or inside in the open kitchen/living/dining areas. Maple hardwood
        floors downstairs. Bamboo hardwood floors upstairs. Newer updates & ample amount of storage space
        throughout. Easy commute to downtown Seattle or Northern suburbs via I-5 or Metro Rapid Ride.
    ","$875,000",3,,2,"1,940",0.12,,Active,1670981
1664076,"Just steps from Magnuson Park, this rare townhome built by WA's premier builder, Envision NW, offers access to everything you love about Seattle. Lake Washington on the shores of Magnuson Park, Burke-Gilman trail a short walk/bike away, world class shopping and dining at University Village, fantastic public schools, arts and entertainment at the UW. Home features SS appliances, wood floors, open iron hand rails, large floor to ceiling windows, A/C, garage, and a large rooftop deck. NO HOA!","$875,000",3,,2,"1,530",0.03,,Active,1664076
1665920,"Impeccable 3-bdrm end unit Townhome located in the heart of Fremont! Natural light fills the expansive great rm w/gleaming wood flrs, gas fp, lg windows & access to balcony. Spacious kitchen includes plenty of storage, SS apps & granite counters. 2 bdrms upstairs, each w/an ensuite ba. Lower level bdrm or office leads to generous patio & low maint fenced bkyd perfect for relaxing & entertaining. Ductless AC/heat installed in 2017 avail on all levels. EZ 1 car garage & off street pkng.  No HOA","$839,000",3,,1,"1,500",0.03,,Active,1665920
1664400,"This modern treehouse overlooks the wooded Madrona Ravine offering privacy and natural beauty just
        two blocks from Lake Washington. Light and airy, the open floor plan provides easy flow between kitchen, lofted
        living room, dining room, and deck. Tall ceilings, walls of window, bamboo floors, and floating stairs, create a
        sense of lightness and serenity. From the master deck, take-in views while sipping your morning coffee. Fully
        remodeled in 2009.
    ","$1,400,000",4,,1,"2,660",0.13,,Pending,1664400
1664560,"Stunning modern townhouse with spectacular City, Lake Union, & Space Needle views. Perfect for
        both entertaining and as a private retreat. Open, sun-drenched Great Room with chef’s kitchen, dining,
        & living areas. Beautiful hardwood floors, stone countertops, and cabinetry. Large main & 2nd bedrooms,
        plus a sizable flex room for home office/gym/den. Ample storage. Gorgeous rooftop deck w/ propane fire pit.
        Steps to Gas Works Park, Burke Gilman Trail, restaurants, and shops. AC & radiant heat.
    ","$998,000",2,,2,"1,616",0.03,,Active,1664560
1665537,"Beautiful 1926 Classic in prime location. The perfect blend of old world character and modern updates. Entry foyer w/ open staircase and main level guest suite. Spacious living and dining rooms.  Stunning newer kitchen & family room w/ French doors to incredible outdoor living space & private garden oasis. Master suite addition w/ deck, spa-like bath and walk-in closet. Large guest bedrooms, spacious guest bath. Lower level rec-room. Many system updates. Easy walk to village, parks & recreation.","$1,225,000",4,,2,"2,200",0.13,,Pending,1665537
1663331,"Amazing opportunity to own beautiful City view home w/ 2 full living spaces in the heart of West Seattle. Live upstairs and rent lower space or use as a multi-generational home. Views from nearly every room with open concept kitchen, dining room, living room with large deck perfect for entertaining. Master BR has fireplace. Master bath has Jacuzzi tub. Low maintenance yard with sprinkler system. 3 fireplaces, 3 parking spaces, 4 skylights, Fantastic location! Minutes to Alki Beach.","$999,999",4,,3,"3,430",0.15,,Active,1663331
1670964,"Turn-Key Green Lake/Greenwood 1928 Tudor. Mountain view from upper floor. New Bath & Kitchen w/
        Quartz counters, SS appliances, custom paint, Marble bathroom. Main level bed w/3 on top. New cedar fence. Sun
        drenched 350sqft deck w/view, electric plumbed for hot tub. Upgraded plumbing, electrical, windows, doors,
        furnace, & water heater. Finish basement as ADU or add 950sqft! Convenient to: Route 99, I-5, & public
        transit. Walk score = 88! Close to amenities: PCC, Greenlake, restaurants, cafes.
    ","$874,879",4,,1,"2,470",0.07,,Active,1670964
1671518,"Woodland Row, High-quality rowhome community that checks off all the boxes: Location, Garages,
        Livable Floorplans, Designer Finishes, Rooftop Decks, Large Master Suites, Robust Construction & Views!
        Large open main floor w/9' ceilings, AC, Plentiful Windows, Hardwoods, Quartz Counters, SS Appliances, Gas
        Cooking, & Kitchen Sink W/a View. 2nd level is 2 BD 1 BA & Laundry. 3rd level is all master suite w/WIC
        & fantastic bath. 4th Level is roof top deck equipped with water, gas & 300 degree views.
    ","$799,950",3,,1,"1,577",0.02,,Active,1671518
1671124,"Charming and completely updated Greenwood rambler! Cozy living room featuring beautifully refinished
        hardwood floors & wood burning fireplace. Kitchen tastefully updated with quartz countertops, stainless
        appliances, & tile backsplash. Master bedroom complete with newly renovated bathroom and walk in closet.
        Large, private, fully fenced backyard perfect for entertaining! NEW roof, windows, garage door, & more!
        Conveniently located near Green Lake, quick access to I5 & 99, minutes to downtown!
    ","$715,000",3,,1,"1,160",0.09,,Active,1671124
1661656,"The ultimate in charm! Montlake Brick Tudor w/ a turret extensively restored & remodelled.
        Reclaimed 1860 marble frpl, stained & leaded glass, hardwood, beautiful marble kitchen that has it all
        (including a walk-in pantry), 2 home office spaces, 3 bdrms, master suite w/ 2 walk-in closets, French doors to
        deck, gardens & patio, 1-car attached garage, Nest & Ring. Walk to the lake, park, community center, U
        of W & lightrail. Minutes to downtown, the Eastside & all freeways.
    ","$1,695,000",3,,1,"2,770",0.07,,Active,1661656
1670021,"Rise above at Luma. First Hill is the epicenter of Seattle, and from this high perch you look over
        downtown to the islands with a very cool panorama view. Need more space? This condo has plenty with a wide open
        living space, a den, and two private bedrooms. Light rail is close, Restaurants, Grocery, Shopping aplenty.
        Updates include hardwoods throughout. Look forward to a new space this year.
    ","$1,500,000",2,,1,"1,534",—,,Active,1670021
1656146,"12th floor NE corner unit is filled with wonderful natural light and has custom updates throughout.
        Oversized 1408 SF - 3bd, 2 - 3/4 Ba w/ living, dining, & kitchen, complete w/SS appliances, quartz counters,
        stunning backsplash & oversized island. Engineered hardwood floors throughout, remolded Bathroom with
        designer touches, tons of storage & custom closets. Grand master bedroom w/en-suite & walk-in closet.
        Walk Score of 98 near restaurants, coffee shops, retail, parks, Downtown and a Bus line
    ","$899,000",3,,1,"1,408",—,,Active,1656146
1655048,"Located on a desirable, quiet street that will captivate you by its park-like setting & charm.
        Cheery rooms filled with light. Lovingly cared for with many recent updates including refinished hardwood
        floors, double pane windows, new roof, updated bath & kitchen w/new stainless steel appliances, freshly
        painted inside and out. Oversize 2 car detached garage with room for shop activities with added space in the
        loft. Convenient access to highways, shopping, & amenities. Close to parks & schools.
    ","$495,000",2,,—,780,0.12,,Active,1655048
1670454,"Views of the Sound and Soaring two story bank of west-facing windows offers incredible natural
        light. Common,outdoor space out your door with patio and grill. Near Whole Foods, InterBay Golf and a short
        commute to downtown or SLU with a 82 Walk Score. Designer kitchen which opens to the living room and the dining
        room. Gas Fireplace, 2 view decks, two secured parking spots, bedrooms have private bath, newer washer and
        dryer, & much more. Architecturally designed by Folke Nyberg.
    ","$699,500",2,,1,"1,492",—,,Active,1670454
1670202,"Modern home in coveted Washington Park features every imaginable luxe detail you expect from a
        top-quality custom build: gated driveway; 250 btl wine cellar; rare 4 car heated garage; media room; epicurean
        kitchen w/ in-island prep sink & dbl dishwashers; and rooftop entertainment complex w/gas & turf.
        Enviable primary suite w/ amazing closet build-out & spa bath. Plenty of room to work, play & learn over
        three thoughtfully-laid out levels or take easy stroll to the best cafes, shops & parks.
    ","$2,232,000",5,,2,"3,660",0.08,,Active,1670202
1667837,"This perfectly reimagined 1936 Seaview Grand Dame has space for everyone. Three+ level living
        includes: lower daylight rumpus/screening/gym/remote classroom + shop,crafting/sewing/laundry. Main floor with
        freshly remodeled kitchen, dining, living, 2 bds. & gorgeous 3/4 bath. Upstairs includes sanctuary suite,
        4th bedroom, dedicated office space, 2nd living room, and gorgeous Sound and Mountain views. Full-height
        finished attic has 375 finished sq. ft. of bonus space- ready for your imagination!
    ","$1,185,000",4,,2,"3,005",0.14,,Active,1667837
1667811,"Charming home in coveted Gatewood on a quiet tree lined street -that has never relied on the WS
        bridge. Step inside to hardwoods, coved entry & an updated kitchen that flows to the professionally
        landscaped fully fenced backyard w/ high-end deck & mountain views. Updated plumbing & electrical; newer
        furnace, water heater, roof & kitchen appliances. Huge potential for the unfinished basement. Garage + off
        street pkg. Walk to amenities or couple minute drive to add’l restaurants, shopping & more!
    ","$500,000",2,,1,780,0.12,,Pending,1667811
1670170,"Convenient location provides easy access to Downtown, South Lake Union, Amazon and I-5! The building
        offers an amazing common area roof deck with glorious views! This spacious unit features brand new paint,
        generous natural light, beautiful hardwood floors, & a private deck. The kitchen features SS appliances,
        slab granite counters, sleek tile backsplash and maple cabinets. French doors open to the 2nd bedroom. TWO
        parking spaces and one storage unit! Strong HOA, no rental cap & small pets ok.
    ","$409,900",2,,2,810,—,,Pending,1670170
1670423,"A part of Seattle's history, this spacious loft space was carved out of a 1919 brick warehouse.
        Large windows bathe the expansive living space with 13 ft ceilings in light. Open kitchen is ideal for
        entertaining. The bedroom & large bath are tucked away from the main living area. 2 community decks. Private
        gated parking + great in unit storage. Located on the edge of Capitol Hill & Downtown; shops, restaurants
        & entertainment. Close to Light rail, Amazon & a convenient Eastside commute.
    ","$499,950",1,,1,759,—,,Active,1670423
1671480,"Vibrant & serene west facing big one-bed condo at Ocean View condominiums! Giant covered water
        view patio, dialed chef's kitchen (new SS Kitchen Aid applncs) modern cabinetry, hardware, and custom
        details.Hardwoods throughout the giant living space, gas fireplace & big utility room w/side x side w/d.
        Huge parking & massive storage space, steps to Expedia, Whole Foods, Red Mill, Ballard, Fremont & top of
        Queen Anne. Super strong HOA, no rental cap- an unbelievably rare opportunity, don't miss it!
    ","$332,275",1,,1,608,0.01,,Pending,1671480
1670233,"This spacious two-story condo is a perfect starter home! The lower level is perfect for entertaining
        in style. The kitchen boasts all wood cabinetry accentuated w/ granite slab countertops and SS appliances. Wood
        & masonry detailing add to the charm of the exterior while the low maintenance yard is individually fenced
        offering plenty of privacy. Across from Watercrest Park with walking trails, city view, picnic area &
        off-leash dog park. Easy access to I-5, 99, 509, Seattle, shopping and dining.
    ","$289,950",1,,1,762,0.32,,Pending,1670233
1670469,"Overlooking Gasworks park with views of Lake Union and Downtown Seattle, this top floor south facing
        Regata Condo has light, space and privacy. Bright open living space, gas cooking, fireplace, private balcony.
        Built-in murphy bed/home office in the 2nd bedroom plus ensuite master with great closet space. Ideal
        Wallingford location for easy out-the-door enjoyment including Burke Gilman Trail, Gasworks, UW, Fremont. 2
        parking, big storage, amenities gym; roof deck, theatre room. Rentals ok.
    ","$798,000",2,,1,"1,028",—,,Active,1670469
1669763,"""American Foursqaure"" home with all new (within 10 years): Electrical, plumbing, roof, water heater,
        and furnace. Handcrafted details, built-ins, box beam ceilings, large formal dining room, voluminous, light
        filled, and perfectly configured layout with 3 bedrooms on the upper level. Basement could be converted into
        separate living space. Enterprising owner can use the multiple unit zoning. Large Front/back yard on a very
        quiet street, close to light rail, Columbia City, great commuter access.
    ","$449,000",3,,1,"1,340",0.10,,Pending,1669763
1667631,"Adorable Spring Hill remodeled townhome nestled in Beacon Hill. Minutes to downtown, close to the
        Lightrail and easy access to I-5, I-90 and airport. 1 block from Jefferson Park and golf course! Enter the
        property through fully fenced/gated front patio. Main floor has original hardwood, master bedroom, full bath and
        kitchen with pantry space! Relax in the morning with coffee in the dining area, or on the patio! Downstairs has
        two bedrooms, full bath and laundry. Enjoy the Fantastic Location!
    ","$560,000",3,,2,"1,340",0.03,,Active,1667631
1667642,"Prime Cap Hill location, perfectly updated corner unit condo that has it all! Private balcony with a
        view of the Space Needle, 2 comfortable sized bedrooms both with walk in closets! Main bedroom with ensuite
        & 2nd full bath are perfect for roommates, working from home or having guests! In unit laundry, updated
        kitchen, storage space & coveted designated parking in the secured garage, large common patio with lounge
        chairs, tables and grill. Walk score of 98! Transit score 84! Rentals & pets OK.
    ","$535,000",2,,2,762,—,,Active,1667642
1669923,"Stunning mid-century is a Paul Hayden Kirk original. Signature design elements include clean modern
        lines, vaulted cedar ceiling, exposed structure, dual-sided fireplace, wall of windows overlooking landscaped
        backyard & wrap-around deck. 2 Spacious bedrooms & full bath on main level; Lower features 2 large beds,
        3/4 bath plus bonus rm & media rm which opens to covered patio. Many upgrades throughout home. 2 car garage,
        fully fenced yard & garden shed. 1 block to Carkeek Pk & easy DT access.
    ","$849,000",4,,1,"2,120",0.15,,Pending,1669923
1670576,"Enjoy a stylish urban industrial loft vibe w/floor to ceiling windows framing spectacular views of
        the Space Needle & Sound. Spacious rooms, Exposed concrete ceilings & wide plank hardwoods throughout.
        Master bath features heated floors & Carrera Marble shower. 2 private covered balconies, secure garage
        parking, View Roof deck w BBQ's, Owners Lounge, Fitness Center, Hot Tub, Sauna & Pool. Enjoy Neighborhood
        Cafe's & world class dining. Plentiful guest street parking . Inspection already done.
    ","$678,000",2,,1,"1,150",—,,Pending,1670576
1670298,"This 3470 sq. ft., 4 bed/4 bath home has everything too many upgrades to list. Located in the Sunset
        Hill neighborhood of
        Ballard you're a short walk to all of the coveted amenities that Ballard has to offer. Just some of the upgrades
        to this
        better than new construction home include: Miele appliances, French Oak wide plank floors, in-ceiling speakers
        throughout, rooftop deck, automated irrigation, covered and heated patio with automated louvered roof system,
        built-in
        vacuum, and much more.
    ","$1,810,000",4,,3,"3,470",0.11,,Pending,1670298
1670329,"High end homes now available in highly desired N. Beacon Hill! Walk score of 87 with cafes,
        restaurants, and shopping just blocks away! Custom finishes include oak hardwood, custom kitchen with gorgeous
        quartz countertops, high end SS appliances, sleek ceiling mini-split heating and cooling and wood finish decks!
        Smart home automation wiring with upgrade of your choice through Wipliance w/full offer! Stunning mountain and
        city views from master decks and roof tops!
    ","$579,000",2,,1,"1,075",0.02,,Pending,1670329
1670377,"Amazing Ballard location! Quiet peaceful setting in this back, end unit. Retreat to your light
        filled 3 bed/2.5 bath home
        w/open flr plan, lrg windows, decks, beautiful hardwood flrs & gas fireplace. Kitchen w/stainless
        appliances, granite
        counters & designer tile. 2 spacious bdrms w/vaulted ceilings, both w/full bath. Territorial Mt. Rainier
        & city views
        from the master. Lower bedroom opens to lovely yard great for entertaining, gardening & fully fenced for a
        four-legged
        friend. Must see!
    ","$695,000",3,,2,"1,150",0.02,,Pending,1670377
1667060,"1928 Tudor Revival, inspired by the timber-framed homes of the Tudor dynasty. Designed by Stoddard
        and Son, for a prominent Seattle family. The C. F. Kumler residence exemplifies stability, grace, and comfort.
        Large open rooms with redesigned interiors respect original detailing of style and refinement. Multiple leaded
        glass doors lead to tiled patios, terraced garden, and lawn surrounded by evergreen screening. Third-floor
        suite, lower floor rec room, and gym all embrace the sanctuary of home.
    ","$3,295,000",5,,3,"4,710",0.25,,Pending,1667060
1670514,"Tranquil in city garden oasis tucked behind storybook wisteria covered arbor w/secured gated
        entrance-Efficient floor plan-boasts walk-in closet & washer/dryer-Charming vintage details include Hardwood
        floors-Cast Iron tub-expansive picture window overlook lush courtyard & provides for plenty of natural
        light-Located blocks from Seattle U & Swedish, steps to Light rail-Effortless permit street parking-WOW a
        10% CAP rate!! $2,700 per month in rents over last 18 months-Pet friendly-No Rental Cap!!
    ","$324,900",1,,1,447,—,,Active,1670514
1670473,"A must see, smartly designed & superbly built home. Spacious great rm design w chef’s
        kitchen, huge quartz island, Bluestar oven, cooktop, Sub Z, custom cabinets, wet bar. Light filled Living rm w
        dramatic ceilings, corner fireplace, designer tile/built-ins. 3 beds up each w/ on suite bath, lavish master
        suite has prvt deck. Theater rm, office/gym area, ¾ bath, 2nd W/D, 2+ car garage. Ironwood decks, radiant
        & forced air heat, A/C. Corner lot steps to Tangletown and G-Lake. A rare opportunity!
    ","$2,295,000",4,,3,"3,949",0.11,,Pending,1670473
1666481,"Turn-of-the-century home in Phinney area of Ballard. Rare long drive & detached garage. Arched
        doorways, rounded ceilings & crown molding. Open living rm, formal dining, & library/office. Sunny
        kitchen w/butler’s pantry & mud room/storage. Upper level landing w/cozy reading nook & built-ins.
        3 spacious beds w/ wood-lined closets & master w/private deck. Partially fin. bsmt w/ ¾ bath, x-fin
        room, rec room & laundry. Level bckyrd w/partially fenced area. Close to boutiques, parks, & fine
        dining.
    ","$999,950",3,,1,"2,180",0.11,,Active,1666481
1670354,"Live out your best urban lifestyle in this Thoroughly Modern Capitol Hill condo. This top floor
        corner flat offers efficient use of space with open bright living & dining rooms, an updated kitchen,
        remodeled bath & two well-sized bedrooms. With outdoor space at a premium, you will revel in having a
        spacious deck with views of Elliot Bay, the Olympics & the Space Needle right off your living room. Plus,
        your Capitol Hill address means great access to dining, shopping, parks, transit and more.
    ","$575,000",2,,1,947,—,,Active,1670354
1670323,"Beautifully designed view townhome in excellent lower Queen Anne location. Each floor is spacious,
        bright, and flowing. The master level features privacy with its large en suite bath and plenty of closet space.
        WFH in your spacious and comfortable office. Upper level living room with expansive views and deck for
        relaxation, gourmet kitchen, large dining room, cozy gas fireplace. Lower level bonus room expands to private
        patio. Secure garage with 2 parking spaces and large storage locker.
    ","$1,125,000",3,,2,"1,948",0.31,,Active,1670323
1675193,"Now's the time! LAST CHANCE to snag the best priced view condo in Seattle. Our deadline is here =
        your gain! Expansive 2 bedroom + office/3rd bedroom unit. Unparalleled views of city, South Lake Union &
        Olympics! This bright & stylish home is highlighted by maple floors, floor-to-ceiling windows,
        well-appointed kitchen w/newer appliances, built-in custom storage & new carpet. Secured building, 2
        reserved parking, 3 storage units, sunny decks, well managed HOA & building amenities. Pre-inspected!
    ","$799,999",2,,2,"1,310",—,,Active,1675193
1670303,"Tastefully updated Craftsman in Upper Rainier Beach! 3 Bdrm, 1.5 bath, 2460 total SF with gorgeous
        box beam ceilings & wainscoting throughout main floor. 2020 updates include new lighting, dbl pane vinyl
        windows, refinished hardwoods, carpet, interior and exterior paint, kitchen cabinets, quartz counters, SS
        appliances, driveway & carport. Spacious basement offers massive finished family room, exercise room &
        plenty of extra unfinished storage space. Sizable fenced and private backyard.
    ","$649,950",3,,1,"1,940",0.11,,Pending,1670303
1675193,"Now's the time! LAST CHANCE to snag the best priced view condo in Seattle. Our deadline is here =
        your gain! Expansive 2 bedroom + office/3rd bedroom unit. Unparalleled views of city, South Lake Union &
        Olympics! This bright & stylish home is highlighted by maple floors, floor-to-ceiling windows,
        well-appointed kitchen w/newer appliances, built-in custom storage & new carpet. Secured building, 2
        reserved parking, 3 storage units, sunny decks, well managed HOA & building amenities. Pre-inspected!
    ","$799,999",2,,2,"1,310",—,,Active,1675193
1667144,"Beautiful 3 bed, 2.25 bath townhome in U-District, No HOA or Dues! Open floorplan w/ Kitchen
        featuring granite counters, ss appliances, living room w/ fireplace, newly refinished bamboo floors, and more.
        Double master suite floorplan upstairs is ideal for a roommate or rental property. New carpet & paint
        throughout. Lower level bedroom w/ spacious closet. W/D, storage, garage & private yard. A moment's walk to
        UW campus, Burke Gilman Trail, Lake Union & short transit ride to downtown Seattle.
    ","$639,000",3,,1,"1,240",0.02,,Active,1667144
1667466,"Unobstructed 270°views of sound, city, needle & Mt.from 3 balconies. Restructured &
        remodeled in 2012, this end unit features 2Bd1.75Bth. Quartz peninsula island, Italian tile &bamboo floor,
        Miele & Gaggenau luxury appliances, fresh paint & radiant floor in master bath. All inclusive HOA:high
        speed fiber optic tech for Internet & TV, all utilities & window wash. Gym, indoor pool, Amazon lockers,
        pet friendly. No rental caps & spacious in unit storage. Watch new year fireworks from your new home!
    ","$1,080,000",2,,1,"1,254",—,,Active,1667466
1671384,"Don't miss this S. Seattle gem! The open kitchen feat. stainless steel/granite, flows to the living
        room - fantastic for entertaining or quiet nights. 2 beds up w/ vaulted ceilings give tons of natural light.
        Bonus room on the lower level is ideal for a home office or creative space. Deck, yard, fruit trees and garden
        space! New boiler for radiant heating system, a $7K upgrade! Just minutes to Seward Park and light rail. 5 mins
        to food & drink in Columbia/Hillman City. Easy access to I-5. NO HOA
    ","$450,000",2,,1,"1,280",0.04,,Pending,1671384
1670305,"Highly sought-after DT Freemont condo with a walk score 93! Public transportation is a riders
        paradise & its a great place to bike. Come experience the Indie Shops in this Bohemian neighborhood. Take a
        walk in the Fremont Canal Park, see the famous Fremont Troll & enjoy a bear at one of the Urban breweries.
        Unit features custom tile, stainless appliances, new paint, new carpet, washer & dryer in the unit &
        off-street parking. Well maintained building & the low dues make this a must see!
    ","$365,000",1,,1,537,0.23,,Active,1670305
1670353,"This remodeled 1904 Capitol Hill Classic is an active and highly rated AirBnB. Guest regularly rave
        about the sunroom/ bedroom with its wall of original leaded glass windows, and the swanky Chef's kitchen. This
        beauty also boasts original hardwood floors, a luxurious bathroom, a two car garage, finished basement, and
        updated systems. Located in the epicenter of Capitol Hill means prime access to fabulous shopping, wonderful
        restaurants, arts venue, parks, and light rail - all just blocks away.
    ","$1,200,000",3,,1,"1,700",0.06,,Active,1670353
