code,title,schedule_line,section_code,credits,days,start_time,end_time,building,room,instructor,restrictions
CHEM 575,MOL MODELING METH,,,,,,,,,,
CHEM 581,TOPICS INORGNC CHEM,2123,A,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 582,TOPICS ANALYT CHEM,2124,A,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 583,TOPICS ORGANIC CHEM,2125,A,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 585,TOPICS PHYSCL CHEM,2126,A,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 590,SMNR GENERAL CHEM,2127,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
URBDP 370,READING THE CITY,7427,A,5,TTh,230,420,SMI,105,"RYAN,D",MEETS WRITING COURSE REQUIREMENT
CHEM 591,SMNR INORGANIC CHEM,2128,A,1,T,330,520,BAG,261,"GAMELIN,D","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 592,SMNR ANALYTCL CHEM,2129,A,1,M,330,520,BAG,261,"TURECEK,F","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 593,SMNR ORGANIC CHEM,2130,A,1,F,430,620P,BAG,261,"ANDERSEN,N","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 595,SMNR PHYSICAL CHEM,2131,A,1,W,330,620,BAG,261,"XIA,Y","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 600,INDEPNDNT STDY/RSCH,2132,A,1-10,,,,,,,"GRADS ONLY 
 CHEM MAJORS ONLY"
CHEM 700,MASTERS THESIS,2133,A,1-10,,,,,,,
CHEM 800,DOCTORAL DISSERTATN,2134,A,1-10,,,,,,,
CL AR 342,ROMAN ART & ARCHLGY,8246,B,3,MW,1130,1250,ART,003,"HALLETT,C",OFFERED JOINTLY WITH ART H 342 B
CL AR 343,HELLNSTIC ART ARCHY,2247,YA,3,T,700,940P,ART,003,"SCOTTON,P","OFFERED JOINTLY WITH ART H 343 YA 
 EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3)"
CL AR 541,SEMINAR GRK ROM ART,2248,A,5,,,,,,,"OFFERED JOINTLY WITH ART H 541 A 
 EC DEN 218"
ARCH 302,INTRO ARCH DES III,1273,A,6,,,,,,,CAUP MAJORS ONLY
URBDP 454,REAL ESTATE FINANCE,7428,A,4,TTh,1030,1220,GLD,322,"THROUPE,R","OFFERED JOINTLY WITH CM 454 A 
 GRADS ONLY"
CLAS 101,LAT & GRK CURR USE,,,,,,,,,,
CLAS 205,BIOSCIENTIFIC VOCAB,,,,,,,,,,
CLAS 210,GRK ROM CLCS IN ENG,,,,,,,,,,
CLAS 322,INTELL HIST GREECE,2263,A,5,MTWThF,230,320,DEN,211,"BLONDELL,R",
CLAS 399,STUDY ABROAD,2264,A,3-15,,,,,,,
CLAS 427,GRK ROM TRAG IN ENG,2265,U,5,TTh,430,620P,DEN,302,"LEVETT,B",
CLAS 430,GRK & ROM MYTHOLOGY,,,,,,,,,,
CLAS 495,SENIOR ESSAY,2268,A,1-3,,,,,,,MEETS WRITING COURSE REQUIREMENT
CLAS 520,SEMINAR,2269,A,5,TTh,1230,210,DEN,210,"SCOTTON,P",
CLAS 700,MASTERS THESIS,2270,A,1-10,,,,,,,INSTRUCTOR I.D. DEN 218
URBDP 470,INTRO URBAN DESIGN,8401,A,3,TTh,900,1020,HCK,316,"ROLFE,G",
CLAS 800,DOCTORAL DISSERTATN,2271,A,1-10,,,,,,,INSTRUCTOR I.D. DEN 218
GREEK 103,ELEMENTARY GREEK,3894,A,5,MTWThF,130,220,DEN,217,"EWALD,O",NO AUDITORS
GREEK 301,GREEK LANG ACCELRTD,3895,A,5,MTWThF,1230,120,DEN,312,"READ,C",NO AUDITORS
GREEK 307,HOMER,3896,A,5,MTWF,130,220,DEN,310,"BUCHAN,M",NO AUDITORS; PLUS 1 HR *
GREEK 424,THUCYDIDES,3897,A,3,TTh,230,350,DEN,312,"BLIQUEZ,L",
GREEK 444,GREEK DRAMA,3898,A,3,MW,400,520,DEN,312,"CLAUSS,J",
GREEK 490,SUPERVISED STUDY,,,,,,,,,,
GREEK 504,PLATO,3901,A,5,MW,400,540,DEN,213,"BLONDELL,R",EC DEN 218; PLUS ONE HR *
GREEK 590,SUPERVISED STUDY,3902,A,VAR,,,,,,,INSTRUCTOR I.D. DEN 218
GREEK 600,INDEPNDNT STDY/RSCH,3903,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. DEN 218"
URBDP 481,METR PLNG DEV CNTRY,8203,A,3,TTh,130,250,CHL,025,"LUDWIG,R",
LATIN 103,ELEMENTARY LATIN,,,,,,,,,,
LATIN 301,LATIN LANG ACCELRTD,4350,A,5,MTWThF,1130,1220,DEN,314,"CHINN,C",NO AUDITORS
LATIN 307,VERGIL,4351,A,5,MTWF,1130,1220,PAR,313,"HARMON,D",NO AUDITORS; PLUS 1 HR *
LATIN 401,MEDIEV LAT TO 1200,4352,A,3,MW,230,350,DEN,310,"HARMON,D",
LATIN 449,ROMAN ELEGY,4353,A,3,TTh,400,520,DEN,213,"BUCHAN,M",
LATIN 465,ROM TOPOG & MONMNTS,4354,A,5,,,,,,,EC DEN 218; TAUGHT IN ROME
LATIN 490,SUPERVISED STUDY,,,,,,,,,,
LATIN 565,SEMINAR IN ROME,4357,A,5,,,,,,,EC DEN 218; TAUGHT IN ROME
LATIN 590,SUPERVISED STUDY,4358,A,VAR,,,,,,,INSTRUCTOR I.D. DEN 218
LATIN 600,INDEPNDNT STDY/RSCH,4359,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. DEN 218"
URBDP 494,ALASKA FIELD STUDY,7429,A,2,,,,,,,"CREDIT/NO CREDIT ONLY 
 DROP CODE REQUIRED 
 JUNIORS,SENIORS,GRADS ONLY 
 ALASKA FIELD TRIP 1 - OFF CAMPUS 
 DATE TO BE ANNOUNCED"
CMU 200,INTRO TO MASS CMU,,,,,,,,,,
CMU 300,CONCEPTS NEW MEDIA,7971,B,5,TTh,1130,120,CMU,B027,"BAKER,S",CMU MAJORS ONLY (PD.1&2)
CMU 302,CLTRL IMPACT TECH,8468,A,5,MWF,230,420,SMI,102,"THURTLE,P",OFFERED JOINTLY WITH CHID 370 A
CMU 306,"MEDIA, SOC & POL ID",,,,,,,,,,
CMU 320,GLOBAL COMMUNICATN,8307,A,5,TTh,130,320,GUG,410,,"OFFERED JOINTLY WITH POL S 329 A 
 CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
CMU 321,CMU IN INTL RELS,2323,YA,5,MW,700,850P,CMU,104,"KASCHUBA,C","OFFERED JOINTLY WITH POL S 330 YA 
 EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.2&3)"
CMU 341,AM PRESS & POLITICS,,,,,,,,,,
CMU 343,EFFECTS OF MASS CMU,2328,YA,5,MW,530,720P,SMI,107,"MOY,P","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
CMU 359,WRIT MASS MEDIA,2329,A,5,MW,1030,1220,CMU,351,"HENDERSON,M",CMU MAJORS ONLY (PD.1)
CMU 360,BEGIN NEWS & REPTG,8196,B,4,TTh,1230,220,CMU,230,"PEMBER,D",PLUS ADDTL TIME *
URBDP 498,SPECIAL TOPICS,,,,,,,,,,
CMU 361,ADV REPTG & NEWSWRT,2331,A,4,TTh,130,320,CMU,B027,"UNDERWOOD,D",
CMU 362,NEWS LAB,2332,A,8,TTh,930,1120,CMU,351,"HENDERSON,M","MEETS WRITING COURSE REQUIREMENT 
 PLUS ADDTL TIME *"
CMU 363,CMU INTERNSHIP,2333,A,2-6,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. CMU 118"
CMU 382,INTRO COMM RESEARCH,,,,,,,,,,
CMU 401,TELCOM POL & MEDIA,2337,U,5,TTh,430,620P,CMU,104,"BOWES,J",CMU MAJORS ONLY (PD.1)
CMU 403,VISUAL LIT/MAS CMU,2338,A,5,TTh,1230,220,CMU,332,"HALAVAIS,A",
CMU 418,ISSUES IN MASS CMU,,,,,,,,,,
CMU 421,INTERCULTURAL COMM,2343,YA,5,MW,700,920P,DEN,211,,"OFFERED JOINTLY WITH SP CMU 478 YA 
 EVE DEG STUDENTS ONLY (PD.1)"
CMU 425,EURO MEDIA SYSTEMS,2344,A,5,MW,930,1120,CMU,226,"GIFFARD,C","OFFERED JOINTLY WITH EURO 425 A 
 CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 EC CMU 118"
CMU 440,MASS MEDIA LAW,,,,,,,,,,
URBDP 499,SPECIAL PROJECTS,7433,A,1-12,,,,,,,
CMU 442,PUB OPIN & MASS MED,2350,YA,5,MW,430,620P,SAV,249,"DOMKE,D","OFFERED JOINTLY WITH POL S 452 YA 
 EVE DEG STUDENTS ONLY (PD.1)"
CMU 443,ADV AND SOCIETY,2351,A,5,TTh,930,1120,JHN,006,"BOWEN,L","CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
CMU 444,PUB RELTN & SOCIETY,2352,A,5,TTh,1130,120,GLD,435,"FEARN-BANKS,K","CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
CMU 462,MAGAZINE WRITING,2353,A,4,TTh,930,1120,CMU,B027,"FEARN-BANKS,K",
CMU 463,COPY EDIT & DESIGN,2354,A,5,MW,1230,220,CMU,B027,"HENDERSON,M",
CMU 468,JOURNALISM ETHICS,2355,A,5,MW,1130,120,CMU,104,"SIMPSON,R","CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
CMU 476,COMM MDLS & THEORIES,2356,A,5,,,,,,,OFFERED JOINTLY WITH SP CMU 476 A
CMU 498,PROBLEMS OF CMU,2357,A,1-5,,,,,,,"CMU MAJORS ONLY (PD.1) 
 INSTRUCTOR I.D. CMU 118"
CMU 503,RESEARCH METHODS,2358,A,5,TTh,130,320,CMU,232,"STAMM,K",EC CMU 221
CMU 517,SEMINAR CMU HISTORY,2359,A,5,MW,130,320,CMU,230,"BALDASTY,G",
URBDP 507,GEN URB PLAN LAB,7434,A,5,MW,130,520,GLD,416,"BAE,C","GRADS ONLY 
 URBDP MAJORS ONLY"
CMU 518,SPEC TOPIC MASS CMU,2360,A,5,Th,330,620,THO,215,"BENNETT,L","OFFERED JOINTLY WITH POL S 590 A 
 PLUS ADDITIONAL TIME 
 ""STRATEGIC CMU CAMPAIGNS"""
CMU 550,ADV CMU METHODS,2361,A,1-3,,,,,,,
CMU 596,EFFECT TEACHING CMU,2362,A,1,F,130,320,CMU,230,"BALDASTY,G",CREDIT/NO CREDIT ONLY
CMU 597,PRACTCM IN CMU RSCH,2363,A,1-3,,,,,,,INSTRUCTOR I.D. CMU 221
CMU 598,SELECTED READINGS,2364,A,1-5,,,,,,,INSTRUCTOR I.D. CMU 221
CMU 600,INDEPNDNT STDY/RSCH,2365,A,1-10,,,,,,,INSTRUCTOR I.D. CMU 221
CMU 700,MASTERS THESIS,2366,A,1-10,,,,,,,INSTRUCTOR I.D. CMU 221
CMU 800,DOCTORAL DISSERTATN,2367,A,1-10,,,,,,,INSTRUCTOR I.D. CMU 221
CHID 207,INTRO INTELL HIST,,,,,,,,,,
CHID 350,WOMEN IN LAW & LIT,,,,,,,,,,
URBDP 508,SPECIAL PLANN LAB,8374,B,5,,,,,,,"GRADS ONLY 
 SPECIAL PLNH LAB - CUBA"
CHID 370,CLTRL IMPACT TECH,8467,A,5,MWF,230,420,SMI,102,"THURTLE,P",OFFERED JOINTLY WITH CMU 302 A
CHID 390,COLLOQ HIST IDEAS,2180,A,5,TTh,130,320,DEN,315,"TUPPER,K",MEETS WRITING COURSE REQUIREMENT
CHID 491,SENIOR THESIS,2181,A,5,MW,330,420,THO,211,"DAVIS,M",
CHID 492,SENIOR THESIS,2182,A,5,,,,,,,INSTRUCTOR I.D. PDL B102D
CHID 493,SENIOR THESIS,2183,A,5,,,,,,,INSTRUCTOR I.D. PDL B102D
CHID 496,FOCUS GROUPS,,,,,,,,,,
CHID 497,PEER FACILITATORS,2186,A,5,,,,,,,
CHID 498,SPECIAL COLLOQUIA,2187,A,5,MW,130,320,LOW,118,"MITCHELL,R",TRAVEL CULTURE
CHID 499,UNDERGRAD IND STDY,2189,A,1-5,,,,,,,INSTRUCTOR I.D. PDL B102D
C LIT 211,LIT AND CULTURE,,,,,,,,,,
URBDP 510,THRY & METH PLAN I,7435,A,4,MW,1130,120,GLD,208J,"BAE,C","GRADS ONLY 
 URBDP,UD&PL MAJORS ONLY"
C LIT 240,WRITING IN C LIT,,,,,,,,,,
C LIT 272,FILM: GENRE,1878,A,5,MTWThF,130,320,GWN,301,"KONICK,W","MEETS WRITING COURSE REQUIREMENT 
 ADD CODES SEE INSTR"
C LIT 303,FILM THRY: GENRE,,,,,,,,,,
C LIT 312,FILM HST: 1960-PRES,1884,A,5,MTWTh,330,620,THO,101,"KONICK,W","MEETS WRITING COURSE REQUIREMENT 
 C LIT MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 C LIT/CINEMA MAJORS ONLY PD. I & II"
C LIT 320,EUROPEAN LIT,,,,,,,,,,
C LIT 400,INTRO THEORY OF LIT,1887,A,5,MW,330,520,THO,325,BORCH-JACOBS,C LIT/CINEMA MAJORS ONLY PD. I
C LIT 410,STDYS IN LIT HIST,1888,A,5,TTh,130,320,SAV,132,"VANCE,E","OFFERED JOINTLY WITH RELIG 421 A 
 THE AGE OF ST. AUGUSTINE"
C LIT 431,NORTH EURO BALLAD,7959,A,5,MWF,930,1020,PAR,106,"CONROY,P",OFFERED JOINTLY WITH SCAND 431 A
C LIT 490,DIRECTED STDY/RSCH,1890,A,1-5,,,,,,,
C LIT 491,INTERNSHIP,1891,A,1-5,,,,,,,CREDIT/NO CREDIT ONLY
URBDP 546,PRACTICUM,8357,B,4,T,500,620P,GLD,117,"RYAN,D","OFFERED JOINTLY WITH CEP 446 B 
 CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 URBDP,UD&PL MAJORS ONLY"
C LIT 495,HONORS THESIS,1892,A,5,,,,,,,
C LIT 496,SPEC STDYS COMP LIT,,,,,,,,,,
C LIT 497,SPEC TPCS CIN STUD,,,,,,,,,,
C LIT 502,THEORY OF LIT III,,,,,,,,,,
C LIT 509,HISTORY LIT CRIT 3,1900,A,5,TTh,330,520,LOW,222,"SEARLE,L","OFFERED JOINTLY WITH ENGL 509 A 
 PHD PROGRAM IN THEORY AND CRITICISM 
 EARLY MODERN PERIOD"
C LIT 510,HISTORY LIT CRIT 4,1901,A,5,TTh,330,520,SMI,109,BORCH-JACOBS,"OFFERED JOINTLY WITH ENGL 510 A 
 PHD PROGRAM IN THEORY AND CRITICISM"
C LIT 535,CULTURAL CRIT II,,,,,,,,,,
C LIT 549,20TH-CENT LIT,1905,A,5,TTh,1030,1220,LOW,222,"COLLINS,D","OFFERED JOINTLY WITH FRENCH 596 A 
 TRASH - AN ENLIGHTENMENT OF SORTS"
C LIT 596,SPEC STDYS COMP LIT,,,,,,,,,,
C LIT 599,SPEC SEMINAR/CONFER,,,,,,,,,,
ARCH 305,INTRO DES STDIO III,1274,A,6,MWF,130,520,ARC,124,"NICHOLLS,J","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 ARCH MAJORS ONLY"
URBDP 580,LEGAL & ADMIN FRAME,7438,A,4,MW,800,950,GLD,435,"WOLFE,C","GRADS ONLY 
 URBDP,UD&PL MAJORS ONLY"
C LIT 600,INDEPNDNT STDY/RSCH,1910,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
C LIT 700,MASTERS THESIS,1911,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
C LIT 800,DOCTORAL DISSERTATN,1912,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
DANCE 101,INTRO TO DANCE,,,,,,,,,,
DANCE 102,INTRO TO DANCE,2508,A,5,,,,,,,ADD CODE REQUIRED (PD.3)
DANCE 106,MODERN TECHNIQUE I,,,,,,,,,,
DANCE 109,BALLET TECHNIQ,,,,,,,,,,
DANCE 110,JAZZ TECHNIQUE I,,,,,,,,,,
DANCE 203,BALLET TECHNIQUE 2,,,,,,,,,,
DANCE 206,MODERN TECHNIQ II,,,,,,,,,,
URBDP 586,IMPLEMENT PRES & UD,7439,U,4,Th,330,620,GLD,442,,"JUNIORS,SENIORS,GRADS ONLY"
DANCE 210,JAZZ TECHNIQUE II,2519,A,2,TTh,230,320,MNY,266,"KITSOS,R","ADD CODE REQUIRED (PD.3) 
 INTERMEDIATE JAZZ"
DANCE 234,WORLD DANCE & CLTR,2520,A,3,TTh,300,420,MNY,267,"KADDAR,Y",ISRAELI FOLK DANCE
DANCE 270,DANCE PERFORMANCE,,,,,,,,,,
DANCE 303,BALLET TECHNIQ III,,,,,,,,,,
DANCE 306,MODERN TECHNIQ III,,,,,,,,,,
DANCE 345,MODRN DANCE HISTORY,2527,A,5,MWF,900,1020,DEN,216,"ANDERSON,V","F 700-950P * * ANDERSON,V
 OFFERED JOINTLY WITH DANCE 545 A 
 ADD CODE REQUIRED (PD.3)"
DANCE 366,DNC COMPOSITION III,2528,A,5,MWF,230,420,MNY,267,"SIMPSON,M",DANCE MAJORS ONLY (PD.1)
DANCE 420,DANCE ESTHETICS,2529,A,3,TTh,230,350,DEN,306,"MOSLEY,P",
DANCE 490,SPECIAL STUDIES,2530,A,3,,,,,,,ANATOMY DANCE
DANCE 499,UNDERGRAD IND STDY,2532,A,VAR,,,,,,,INSTRUCTOR I.D. MNY 261
URBDP 598,SPECIAL TOPICS,,,,,,,,,,
DANCE 515,RESEARCH METHODS,2533,A,3,F,330,520,SAV,142,"KANE,M","GRADS ONLY 
 DANCE MAJORS ONLY"
DANCE 530,CHOREO/COMPOSE COLL,2534,A,2,M,400,550,MNY,265,"RAHN,J",
DANCE 545,LATE DANCE HISTORY,2535,A,3,MWF,900,1020,DEN,216,"ANDERSON,V","OFFERED JOINTLY WITH DANCE 345 A 
 GRADS ONLY 
 DANCE MAJORS ONLY"
DANCE 595,MASTER'S PROJECT,2536,A,3,,,,,,,"GRADS ONLY 
 DANCE MAJORS ONLY"
DANCE 600,INDEPNDNT STDY/RSCH,,,,,,,,,,
DRAMA 101,INTRO TO THEATRE,,,,,,,,,,
DRAMA 201,PLAY ANALYSIS,,,,,,,,,,
DRAMA 210,THEATRE TECH PRACT,2582,A,4,TTh,930,1120,HUT,211,"WALLS,K","NO 5TH YEAR,NONMTRCS,GRADS (PD.1&2) 
 POST BACS - SEE DRAMA ADVISOR"
DRAMA 211,THEATRE TECH PRACT,,,,,,,,,,
DRAMA 212,THEATRE TECH PRACT,,,,,,,,,,
URBDP 600,INDEPNDNT STDY/RSCH,7443,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
DRAMA 253,ACTING,,,,,,,,,,
DRAMA 290,TH TECH PRAC LAB,2594,ZN,1-3,,,,,,,"NO EVE DEG STUDENTS 
 STUDENTS MUST SIGN UP FOR CREW IN 
 HUT 119 *BEFORE* REGISTERING FOR 
 THIS CLASS"
DRAMA 291,TH TECH PRAC LAB,2595,ZN,1-3,,,,,,,"NO EVE DEG STUDENTS 
 STUDENTS MUST SIGN UP FOR CREW IN 
 HUT 119 *BEFORE* REGISTERING FOR 
 THIS CLASS"
DRAMA 292,TH TECH PRAC LAB,2596,ZN,1-3,,,,,,,"NO EVE DEG STUDENTS 
 STUDENTS MUST SIGN UP FOR CREW IN 
 HUT 119 *BEFORE* REGISTERING FOR 
 THIS CLASS"
DRAMA 298,THEATRE PRODUCTION,2597,A,1-2,,,,,,,"CREDIT/NO CREDIT ONLY 
 EC HUT 105B"
DRAMA 302,CRITICAL ANALYSIS,2598,A,5,MWF,900,1020,HUT,130,"BELL,P",MEETS WRITING COURSE REQUIREMENT
DRAMA 305,COMPUTERS IN THEATR,2599,A,5,MW,930,1120,CMU,B027,"BURKE,T","EC DSC 101,TDBURKE@U.WASHINGTON.EDU"
DRAMA 316,THEATRICAL MAKE-UP,2600,A,2,T,230,520,PHT,*,"TROUT,D","DRAMA MAJORS ONLY (PD.1) 
 TAUGHT IN PENTHOUSE THEATRE"
DRAMA 353,INTERMEDIATE ACTING,2601,A,4,TThF,130,320,HUT,208,"SHAHN,J",EC HUT 105B: BY AUDITION ONLY
DRAMA 373,WOMEN IN THEATRE,2602,A,5,MWF,1000,1120,HUT,211,"REDD,T","NO 5TH YEAR,NONMTRCS,GRADS 
 EC FOR POSTBACS IN HUT 105B"
URBDP 700,MASTERS THESIS,7444,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
DRAMA 374,GREEK THTR & DRAMA,2603,A,5,TTh,230,420,HUT,130,"JOHNSON,D","NO 5TH YEAR,NONMTRCS,GRADS 
 EC FOR POSTBACS IN HUT 105B"
DRAMA 391,BEG TECHNICAL PRACT,2604,A,1-3,,,,,,,EC HUT 119
DRAMA 401,DRAMA COLLOQUIUM,2605,A,1,M,130,220,PHT,*,"GATES,S","CREDIT/NO CREDIT ONLY 
 MEETS IN PENTHOUSE THEATRE"
DRAMA 410,ADV THEAT TECH PRAC,2606,A,2-4,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 414,SCENE DESIGN,2607,A,3,MW,230,420,NOC,*,"DAHLSTROM,R","CLASS MEETS IN DESIGN STUDIO 
 EC DSC 102; 4005 UNIVERSITY WAY NE"
DRAMA 418,SCENE PAINTING,2608,A,3,F,930,120,NOC,*,"FORRESTER,W","EC DES STU; CLASS MEETS IN DRAMA 
 SCENE SHOP DESIGN; 4005 UNIV WAY NE"
DRAMA 419,ADV STG LIGHT DSIGN,2609,A,3,W,930,1120,NOC,*,"GEIGER,M","EC DSC 101 (DRAMA SCENE SHOP) 
 4005 UNIVERSITY WAY N E"
DRAMA 452,ADV ACTG-SCENE STDY,2610,A,4,MWF,230,420,HUT,205,"JENKINS,M",EC HUT 105B; BY AUDITION ONLY
DRAMA 454,PROJECTS IN ACTING,,,,,,,,,,
DRAMA 462,ELEM DIRECTING,2613,A,3,TTh,930,1120,HUT,218,"PARKER,S",EC HUT 111; ELEM DIRECTING
URBDP 800,DOCTORAL DISSERTATN,7445,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
DRAMA 466,STAGE MANAGEMENT,2614,A,2-5,W,130,220,HUT,150,"STEWART,A",EC HUT 119; PLUS ADDTL HRS *
DRAMA 473,MODERN EUROPEAN THR,2615,A,5,MTWThF,1130,1220,HUT,130,"WITHAM,B","NO 5TH YEAR,NONMTRCS,GRADS 
 EC FOR POSTBACS IN HUT 105-B"
DRAMA 490,SPEC STDY ACT-DIRCT,2616,A,1-6,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 491,SPEC STDY DSGN-TECH,2617,A,1-6,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 494,STUDIES THEA&DRAMA,2618,A,5,MW,230,420,HUT,130,"BELL,P","NO 5TH YEAR,NONMTRCS,GRADS 
 POST BAC STUDENTS CAN 
 GET EC IN HUT 105-B 
 ""THEATRE & ELECTRONIC MEDIA"""
DRAMA 495,DESIGN-TECH PRACTCM,2619,A,2-6,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 496,STAGE COSTUME PROBS,2620,A,2,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 498,THEATRE PRODUCTION,2621,A,1-2,,,,,,,"CREDIT/NO CREDIT ONLY 
 EC HUT 105B"
DRAMA 499,UNDERGRAD RESEARCH,,,,,,,,,,
DRAMA 510,DESIGN STUDIO,2623,A,3,TTh,1130,120,NOC,*,"FORRESTER,W","GRADS ONLY 
 DRAMA MAJORS ONLY 
 CLASS MEETS 4005 UNIVERSITY WAY N E"
CM 331,CONST ESTIMATING I,,,,,,,,,,
DRAMA 512,LIGHTING DESIGN SEM,2624,A,1/4,,,,,,,"GRADS ONLY 
 DRAMA MAJORS ONLY 
 GRADUATE LIGHTING WORKSHOP 
 4005 UNIVERSITY WAY NE"
DRAMA 514,DESIGN TECH COLLOQ,,,,,,,,,,
DRAMA 519,STDYS HISTORIC DES,2628,A,3,TTh,930,1120,NOC,*,"FORRESTER,W","GRADS ONLY 
 DRAMA MAJORS ONLY 
 CLASS MEETS 4005 UNIVERSITY WAY N E"
DRAMA 520,ADV THEATRE PRACTCM,2629,A,1-5,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 553,TEACHING OF ACTING,2630,A,1,M,1230,120,HUT,211,"HUNT,R",EC HUT 105-B
DRAMA 555,STUDIES IN ACTING,2631,A,2-6,,,,,,,"EC HUT 105 B 
 PATP STUDENTS ONLY"
DRAMA 557,STUDIO I,2632,A,12,,,,,,,"DROP CODE REQUIRED 
 EC/DC HUT 105B; PATP STUDENTS ONLY"
DRAMA 558,STUDIO II,2633,A,12,,,,,,,"DROP CODE REQUIRED 
 EC/DC HUT 105B; PATP STUDENTS ONLY"
DRAMA 559,STUDIO III,2634,A,6,,,,,,,"DROP CODE REQUIRED 
 EC/DC HUT 105B; PATP STUDENTS ONLY"
DRAMA 561,DIRECTING PROJECTS,2635,A,2-3,,,,,,,EC HUT 111
CM 332,CONST EQUIP MGMT,2275,A,3,MWF,830,920,GWN,201,"SCHAUFELBERGER,J","CM,CIV E MAJORS ONLY"
DRAMA 562,PERFORMANCE STUDIO,,,,,,,,,,
DRAMA 563,SEMINAR DIRECTING,2637,A,2,,,,,,,"GRADS ONLY 
 EC HUT 111"
DRAMA 568,WRITING FOR STAGE,2638,A,3,,,,,,,EC HUT 111
DRAMA 569,DIR/TEACH APPRENTIC,2639,A,3,,,,,,,CREDIT/NO CREDIT ONLY
DRAMA 573,THEATRE HSTRY PROBS,2640,A,5,TTh,230,450,HUT,150,"WITHAM,B","GRADS ONLY 
 COMMUNISM, CAPITALISM AND 
 AMERICAN THEATRE"
DRAMA 583,DRAMA TEXT ANALYSIS,2641,A,5,MW,230,420,HUT,301,"REDD,T","GRADS ONLY 
 SEMIOTICS"
DRAMA 599,ADV STDY THEATR ART,2642,A,1-5,,,,,,,INSTRUCTOR I.D. HUT 104B
DRAMA 600,INDEPNDNT STDY/RSCH,,,,,,,,,,
DRAMA 700,MASTERS THESIS,2645,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. HUT 104B"
DRAMA 800,DOCTORAL DISSERTATN,2646,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 INSTRUCTOR I.D. HUT 104B"
CM 350,HISTORY OF BUILDING,2277,A,3,MWF,930,1020,PAA,A114,"ROLFE,G","MEETS WRITING COURSE REQUIREMENT 
 ADD CODE REQUIRED (PD.3) 
 DROP CODE REQUIRED (PD.3&4)"
ECON 100,PRINCIPLES OF ECON,,,,,,,,,,
ECON 200,INTRO MICROECON,,,,,,,,,,
ECON 201,INTRO MACROECON,,,,,,,,,,
ECON 300,INTERMED MICRO-ECON,,,,,,,,,,
ECON 301,INTERMED MACRO-ECON,,,,,,,,,,
ECON 311,INTRO TO ECON STAT,,,,,,,,,,
