note,course,title,credits,level,restrictions,section_note,section,days,start,end,bldg,rm,instructor,comments,text
,265-976,DOCTORAL PRACTICUM IN COUNSELING 4,6-Mar,G,; ; PREREQ: COUNS 975,,Se 001,W,9:00am,11:40am,HLT,G80,Skowron,3 CR,
,265-977,ADVANCED DOCTORAL PRACTICUM IN COUNSELING-5,3,G,; ; SAT/UNSAT GRADE ONLY. PREREQ: DOCTORAL ST; COUNS 976(P),,Se 001,,To be Arranged,,,,Skowron,,
,266-088,NEW STUDENT ORIENTATION,0,U,"; ; JOINTLY OFFERED WITH, & MAY BE USED TO REPEAT, SOC WRK 088. PREREQ: NONE",,Se 001,F,10:30am,,END,189,Spann,8 WKS BEGINNING WEEK OF 9/5,
,266-110,INTRODUCTION TO CRIMINAL JUSTICE,3,U,; (SS) PREREQ: NONE,,,,,,,,,,
,266-150,INTRODUCTION TO RESEARCH IN CRIMINAL JUSTICE,1,U,; ; PREREQ: NONE,,,,,,,,,,
,266-271,POLICE PROCESS,3,U,; ; PREREQ: CRM JST 110,e,Se 001,T,6:00pm,8:40pm,EMS,E180,"Barlow, D",,
#,216-496,INTERNATIONAL BUSINESS,3,U,"; ; PREREQ: JR ST; BUS ADM 330(P), 350(P), 360(P)",,,,,,,,,,
,266-275,CRIMINAL COURT PROCESS,3,U,; ; PREREQ: CRM JST 110,,Se 001,TR,9:30am,10:45am,CHM,190,Lovell,,
,266-295,CRIME AND CRIMINAL JUSTICE POLICY,3,U,; ; PREREQ: CRM JST 110(P),,Se 001,MW,12:30pm,1:45pm,BOL,B52,Urbina,,
,266-300,CRIMINAL PROCESS,3,U,; ; PREREQ: JR ST; CRM JST 110(P),e,Se 001,M,6:00pm,8:40pm,END,110,Caton,,
#,266-311,FIELD EXPERIENCE PRACTICUM,6-Mar,U,; ; MAY BE RETAKEN TO A 6 CR MAX. PREREQ: JR ST; CRM JST 110 & WRIT CONS INSTR; STUDENTS WITH JSW CLASSIFICATION WILL RECEIVE REGIS PRIORITY,,Se 001,,To be Arranged,,,,Brandl,3or6 CR,
,266-370,CRIMINAL JUSTICE ADMINISTRATION,3,U,; ; PREREQ: JR ST; CRM JST 110,,Se 001,TR,2:05pm,3:20pm,CUN,107,Stojkovic,,
,266-380,VICTIMOLOGY,3,U,; ; PREREQ: SOCIOL 241(P) & CRM JST 110(P),e,Se 001,R,6:30pm,9:10pm,HLT,180,Bokas,,
,266-385,WOMEN AND CRIMINAL JUSTICE,3,U,; ; PREREQ: CRM JST 110(P),e,Se 001,T,6:00pm,8:40pm,HLT,180,Shaver,,
,266-592,CRITICAL ISSUES IN CRIMINAL JUSTICE,3-Jan,U,; ; MAY BE RETAKEN TO MAX OF 6 CR WITH TOPIC CHANGE. PREREQ: JR ST; CRM JST 110(P),,Se 001,M,9:30am,12:10pm,END,110,Skoll,TOPIC: ORGANIZED CRIME AND STREET GANGS  3 CR,
,266-662,METHODS OF SOCIAL WELFARE RESEARCH,3,U/G,; ; PREREQ: JR ST,,Se 001,M,1:30pm,4:10pm,END,110,Pope,,
,266-756,PROSEMINAR: ANALYSIS OF CRIMINAL JUSTICE RESEARCH,3,G,; ; PREREQ: GRAD ST,e,Se 001,W,6:00pm,8:40pm,BOL,B46,"Barlow, D",,
#,216-497,STUDY ABROAD:,12-Jan,U,; ; MAY BE RETAKEN WITH CHANGE IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG,,,,,,,,,,
,266-775,"RACE, CRIME AND CRIMINAL JUSTICE",3,G,; ; PREREQ: GRAD ST,,Se 001,T,9:30am,12:10pm,HLT,G84,Skoll,,
,266-795,ISSUES IN LAW ENFORCEMENT PRACTICE AND POLICY,3,G,; ; PREREQ: GRAD ST,,Se 001,W,1:30pm,4:10pm,MER,214,Brandl,,
,266-970,READINGS IN CRIMINAL JUSTICE RESEARCH,3,G,; ; MAY ONLY BE REPEATED ONCE FOR CR. PREREQ: GRAD ST; CONS INSTR,,,,,,,,,,
,272-110,READING PROFICIENCY FOR COLLEGE STUDENTS I,1,U,; ; PREREQ: COMPLETION OF NELSON-DENNY READING TEST,,,,,,,,,,
,272-112,READING PROFICIENCY FOR COLLEGE STUDENTS II,1,U,; ; PREREQ: COMPLETION OF NELSON-DENNY READING TEST,,,,,,,,,,
#,272-301,INFANTS AND TODDLERS: CURRICULUM AND TEACHING,3,U,; ; PREREQ: JR ST,,Se 001,R,9:00am,11:40am,END,109,File,,
#+,272-302,CURRICULUM AT THE PREKINDERGARTEN AND KINDERGARTEN LEVELS,3,U,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC,,Se 101,M,9:00am,11:40am,OFC,STRM,Andres,"F STARMS EARLY CHILDHOOD CENTER, 2616 W. GARFIELD",
#+,272-308,CURRICULUM IN GRADES 1-6,4-Jan,U,; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING,,Se 071,W,12:30pm,3:10pm,PHY,135,Williams,"1-3 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16 9:00-4:00PM, BOLTON 150;  ELEM PROFESSIONAL SEM: CONC REG SE 071 OF 272-406, 407, 408 & 409",
#,272-310,CURRICULUM FOR THE PRE AND EARLY ADOLESCENT,4-Jan,U,; ; PREREQ: ADMIS TO STUDENT TEACHING,e,Se 001,M,4:30pm,7:10pm,END,109,Roy,3 CR,
,272-312,DEVELOPING EARLY CHILDHOOD PROGRAMS,3-Jan,U,; ; PREREQ: JR ST OR CONS INSTR,,Se 001,T,9:00am,11:40am,END,109,Allen,3 CR,
#,216-550,MANAGEMENT ANALYSIS,3,U,"; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P)",,,,,,,,,,
,272-313,TEACHING ECONOMICS IN THE SOCIAL STUDIES CURRICULUM,2,U,; ; PREREQ: ECON 100(C),e,Se 001,R,4:30pm,7:10pm,MER,131,Schug,10 WKS BEGINNING WEEK OF 9/5,
#+,272-316,"FIELD WORK IN SECONDARY READING IN CONTENT AREAS, GRADE 6-12",3,U,; ; CR/NO CR ONLY. PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC; CURRINS 545 OR EQUIV; & CONC REG IN SUBJECT MATTER METHODS COURSE,,,,,,,,,,
,272-322,INTRODUCTION TO INSTRUCTIONAL COMPUTING FOR THE PROSPECTIVE TEACHER,1,U,; ; PREREQ: JR ST,e,Se 001,M,5:30pm,,MER,131,Ratcliffe,,
#+,272-323,TEACHING OF SOCIAL STUDIES,4-Jan,U,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC,,,,,,,,,,
,272-325,INSTRUCTIONAL STRATEGIES FOR USING THE COMPUTER,1,U,; ; PREREQ: CURRINS 322 OR ED PSY 322,e,Se 001,M,6:30pm,,MER,131,Ratcliffe,,
+,272-326,ENVIRONMENTAL EDUCATION FOR TEACHERS,1,U,"; ; PREREQ: JR ST, ADMIS TO SCHOOL OF EDUC",,,,,,,,,,
#+,272-327,TEACHING OF SCIENCE IN THE ELEMENTARY SCHOOL,4-Jan,U,; ; NOT RETAKEABLE FOR DEGREE CR. PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC,,,,,,,,,,
,272-330,TEACHING OF MATHEMATICS: EARLY CHILDHOOD,2or3,U,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC; MATH 176(P),e,Se 001,R,4:30pm,7:10pm,END,346,Seo,3 CR,
#+,272-331,TEACHING OF MATHEMATICS GRADES 1-6,4-Jan,U,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC; & MATH 176(P),,,,,,,,,,
,272-332,TEACHING OF MATHEMATICS: MIDDLE SCHOOL,3-Feb,U,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC; CURRINS 331(P),,Se 001,T,8:30am,10:00am,END,346,Kepner,"2 CR  RESTRICTED TO COHORT D STUDENTS, MUST RESERVE WED 8:00-12:00PM & THUR 8:00-3:00PM FOR FIELD  EXPERIENCE",
#+,216-700,CORE PROCESSES OF BUSINESS SYSTEMS,1,G,; ; PREREQ: GRAD ST,e,Se 001,M,7:30pm,9:20pm,BOL,B95,Mucklin,7 WKS BEGINNING WEEK OF 9/11,
#+,272-334,TEACHING OF MODERN FOREIGN LANGUAGES,4-Jan,U,; ; PREREQ: JR ST; ADMIS TO SCHL OF EDUC,e,Se 001,W,4:30pm,7:10pm,CRT,219,Curtain,3 CR  SECONDARY FOREIGN LANG/TESOL/MID SCH BLOCK: CONC REG 272-415 SE003 & 272-316 SE003,
#+,272-343,TEACHING OF READING,4-Jan,U,; ; PREREQ: ADMIS TO SCHOOL OF EDUC OR CONS INSTR,e,Se 001,M,4:30pm,7:10pm,END,384,Moburg,3 CR,
#+,272-352,TEACHING OF ENGLISH,3,U,; ; PREREQ: JR ST & ED PSY 330 OR 100,e,Se 001,W,4:30pm,7:10pm,END,346,Haley,3 CR SECONDARY ENGLISH/MIDSCH BLOCK: CONC REG 272-415 SE 001 AND 272-316 SE 001,
#+,272-402,STUDENT TEACHING IN NURSERY AND KINDERGARTEN,4-Jan,U,"; ; PREREQ: JR ST; CURRINS 302, 312, & 502; ADMIS TO SCHOOL OF EDUC",,Se 061,,To be Arranged,,,,Allen,"3-4 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:30PM, BOL 150.  EARLY CHILDHOOD BLOCK: CONC REG 272-403 SE 061 & 272-404 SE 069",
#+,272-403,STUDENT TEACHING IN NURSERY AND KINDERGARTEN,4-Jan,U,"; ; PREREQ: JR ST; CURRINS 302, 312, & 502; ADMIS TO SCHOOL OF EDUC",,Se 061,,To be Arranged,,,,Herman,"3-4 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  EARLY CHILDHOOD BLOCK: CONC REG 272-404 SE 069 & 272-402 SE 061",
#+,272-404,STUDENT TEACHING IN PRIMARY GRADES,4-Jan,U,; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING,,Se 069,,To be Arranged,,,,Lybeck,"4 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  EARLY CHILDHOOD BLOCK: CONC REG 272-402 SE 061 & 272-403 SE 061",
#+,272-406,STUDENT TEACHING IN GRADES 1-6,6-Jan,U,; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING,,Se 071,,To be Arranged,,,,Hessel Williams,"2-5 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  ELEM PROFESSIONAL SEM BLOCK: CONC REG SE 071 OF 272-308, 407, 408, & 409",
#+,272-407,STUDENT TEACHING IN GRADES 1-6,6-Jan,U,; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING,,Se 071,,To be Arranged,,,,Galitzer Williams,"2-5 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  ELEM PROFESSIONAL SEM BLOCK: CONC REG SE 071 OF 272-308, 406, 408, & 409",
#+,272-408,STUDENT TEACHING IN GRADES 1-6,6-Jan,U,; ; PREREQ: JR ST; ADMIS TO STUDENT TEACHING,,Se 071,,To be Arranged,,,,Hessel,"3 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  ELEM PROFESSIONAL SEM BLOCK: CONC REG SE 071 OF 272-308, 406, 407, & 409",
#+,272-409,STUDENT TEACHING IN GRADES 1-6,4-Jan,U,; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING,,Se 071,,To be Arranged,,,,Hessel,"2 CR  ATTEND MANDATORY PRE-STUDENT TEACHING ORIENTATION: 8/15 & 8/16, 9:00-4:00PM, BOL 150.  ELEM PROFESSIONAL SEM BLOCK: CONC REG SE 071 OF 272-308, 406, 407, & 408",
#+,216-701,MANAGEMENT MATHEMATICS:,1,G,"; ; PREREQ: FOUNDATION I, GRAD ST; FOUNDATION II, GRAD ST & FOUNDATION I",e,Se 001,R,5:30pm,7:20pm,BUS,S195,Schultz,TOPIC: FOUNDATION I  7 WEEKS BEGINNING WEEK OF 9/5,
#+,272-415,STUDENT TEACHING IN GRADES 7 AND 8,6-Jan,U,; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ,,,,,,,,,,
#+,272-430,STUDENT TEACHING IN COMPUTER SCIENCE,6-Feb,U,"; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,,,,,,,,,
#+,272-431,STUDENT TEACHING IN MATHEMATICS,6-Feb,U,"; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,,,,,,,,,
#+,272-437,STUDENT TEACHING IN FOREIGN LANGUAGE,6-Feb,U,"; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,,,,,,,,,
#+,272-441,STUDENT TEACHING IN ENGLISH AS A SECOND LANGUAGE: SECONDARY,12-Feb,U,"; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,Se 001,,To be Arranged,,,,Stardy,,
#+,272-442,STUDENT TEACHING IN BILINGUAL EDUCATION,6-Feb,U,"; ; PREREQ: JR ST & ADMIS TO STUDENT TEACHING ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,,,,,,,,,
#+,272-443,STUDENT TEACHING IN ENGLISH AS A SECOND LANGUAGE: ELEMENTARY,10-Feb,U,"; ; PREREQ: JR ST, ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,Se 001,,To be Arranged,,,,Curtain,,
#+,272-444,STUDENT TEACHING IN ENGLISH AS A SECOND LANGUAGE: K-12,12-Feb,U,"; ; PREREQ: JR ST; ELIGIBILITY FOR STUDENT TEACHING & DEPT REQ ; ; MUST ATTEND PRE-STUDENT TEACHING ORIENTATION: TUE AUG 15 & WED AUG 16, 9:00-4:00PM, BOL 150",,Se 001,,To be Arranged,,,,Curtain,,
+,272-470,PROFESSIONAL URBAN TEACHING LINKING SEMINAR,2,U,; ; MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 8 CR. PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC,,,,,,,,,,
,272-500,WORKSHOP IN CURRICULUM AND INSTRUCTION,6-Jan,U/G,; ; MAY BE RETAKEN WITH CHANGE OF TOPIC. PREREQ: JR ST OR GRAD ST,,,,,,,,,,
#+,216-702,BUSINESS DECISIONS UNDER UNCERTAINTY,1,G,; ; PREREQ: GRAD ST,e,Se 001,T,7:30pm,9:20pm,BUS,S263,Penl,7 WKS BEGINNING WEEK OF 10/30,
#+,272-501,DEVELOPING LANGUAGE AND COGNITIVE SKILLS IN EARLY CHILDHOOD EDUCATION,3,U/G,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC OR GRAD ST,e,Se 001,W,4:30pm,7:10pm,CRT,209,Gullo,,
#+,272-502,DEVELOPING EARLY READING AND WRITING,3,U/G,; ; PREREQ: JR ST; CURRINS 501; ADMIS TO SCHOOL OF EDUC OR GRAD ST,e,Se 001,W,4:30pm,7:10pm,EMS,W129,Holicek,ONE HOUR OF FIELD WORK REQUIRED,
#+,272-504,TEACHING READING AND WRITING IN EARLY CHILDHOOD: THE PRIMARY YEARS,3,U/G,; ; PREREQ: JR ST; CURRINS 343 OR 502 OR CONS INSTR ; ; ENROL IN SE 001 & LA 801,,,,,,,,,,
#+,272-505,HOME-SCHOOL RELATIONS,4-Jan,U/G,; (305) PREREQ: JR ST; ADMIS TO STUDENT TEACHING OR GRAD ST OR CONS INSTR,,,,,,,,,,
,272-506,"TEACHING READING, LANGUAGE ARTS AND CHILDREN'S LITERATURE IN PRIMARY GRADES",6,U/G,; ; PREREQ: JR ST & ADMIS TO SCHOOL OF EDUC; OR GRAD ST,,,,,,,,,,
,272-507,"TEACHING READING, LANGUAGE ARTS AND ADOLESCENT LITERATURE IN MIDDLE GRADES",6,U/G,; ; PREREQ: JR ST & ADMIS TO SCHOOL OF EDUC; CURRINS 506(P) OR GRAD ST,,Se 001,M,8:30am,4:00pm,END,384,Murray Turetsky,"RESTRICTED TO COHORT D STUDENTS, MUST RESERVE WED 8:00-12:00PM & THUR 8:00-3:00PM FOR FIELD  EXPERIENCE",
#,272-508,LANGUAGE AND URBAN SCHOOLING,3,U/G,"; ; PREREQ: JR ST & ADMIS TO SCHOOL OF EDUC, OR GRAD ST; OR CONS INSTR",,,,,,,,,,
,272-510,COOPERATIVE STRATEGIES FOR PRE AND EARLY ADOLESCENTS,3-Jan,U/G,"; ; MAY BE RETAKEN TO MAX OF 3 CR. PREREQ: ADMIS TO SCHOOL OF EDUC, OR GRAD ST",,,,,,,,,,
,272-516,FIELD EXPERIENCE/STUDENT TEACHING IN MIDDLE SCHOOL,6-Feb,U/G,; ; MAY BE TAKEN TO MAX OF 6 CR. PREREQ: ADMIS TO SCHOOL OF EDUC OR GRAD ST,,,,,,,,,,
#+,272-519,SCIENCE METHODS II: MIDDLE/SECONDARY METHODS AND FIELDWORK,6-Mar,U/G,; (329) NOT RETAKEABLE FOR CR. PREREQ: ADMIS TO SCHOOL OF EDUC OR GRAD ST,,,,,,,,,,
#+,216-704,ACCOUNTING AND REPORT INTERPRETATION,3,G,; ; PREREQ: GRAD ST IN BUS ADM OR PRIOR APPROVAL OF BUS ADM GRADUATE PROG SERVICES OFFICE,e,Se 001,T,5:30pm,8:10pm,BUS,S311,Arnold,,
#,272-525,ENVIRONMENTAL RESOURCES WORKSHOP:,3-Jan,U/G,; ; MAY BE RETAKEN WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: JR ST,,,,,,,,,,
#,272-532,TEACHING OF MATHEMATICS: SECONDARY,3,U/G,; (333) PREREQ: JR ST; ADMIS TO SCH00L OF EDUC,e,Se 001,R,6:30pm,9:10pm,END,488,Kepner,SECONDARY MATH/MID SCH BLOCK: CONC REG 272-516 SE 003,
#+,272-542,HISTORY OF BILINGUAL EDUCATION IN THE UNITED STATES,3,U/G,; ; PREREQ: JR ST,e,Se 001,T,4:30pm,7:10pm,CHM,199,Rodriguez,,
,272-544,IMPROVING THE TEACHING OF READING:,3-Jan,U/G,; ; MAY BE RETAKEN WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: JR ST; TEACHING EXPERIENCE,w,Se 001,S,8:30am,3:00pm,END,346,Jett,TOPIC: SOCIAL WORK AND READING EDUCATION  1 CR  9/9 & 9/23,
#+,272-545,"READING IN THE CONTENT AREAS: MIDDLE, JUNIOR, AND SENIOR HIGH SCHOOL",3-Feb,U/G,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC OR GRAD ST,,,,,,,,,,
#+,272-551,TEACHING OF LANGUAGE ARTS,4-Jan,U/G,; ; PREREQ: JR ST & ADMIS TO SCHOOL OF EDUC; OR GRAD ST,e,Se 101,T,4:30pm,7:10pm,OFC,TIPP,Borden Zaffiro,"3 CR  TIPPECANOE SCHOOL, 357 E HOWARD AVE",
+,272-560,IMPROVING MATHEMATICS TEACHING AND LEARNING:,3-Jan,U/G,; ; RETAKEABLE WITH CHANGE IN TOPIC TO MAX OF 9 CR. PREREQ: JR ST; TEACHING EXPERIENCE,e,Se 102,W,4:30pm,7:45pm,OFC,MPSA,Schefelker,"TOPIC: LENSES ON LEARNING: OBSERVATIONS AND SUPERVISION IN ELEMENTARY MATHEMATICS  2 CR, 9 WKS BEGINNING WEEK OF 9/18  MPS CENTRAL OFFICE, 5225 W VLIET",
,272-561,ISSUES IN ELEMENTARY AND MIDDLE SCHOOL MATHEMATICS,2,U/G,; ; PREREQ: ADMIS TO EXCEDUC PROG OR CONS INSTR,e,Se 001,R,5:00pm,7:40pm,AUP,189,Malacara,10 WKS BEGINNING WEEK OF 9/5  RESTRICTED TO EXCEDUC PROGRAM STUDENTS,
#,272-562,SECONDARY SCHOOL MATHEMATICS ISSUES FOR EXCEPTIONAL EDUCATION TEACHERS,1,U/G,; ; PREREQ: JR ST; ADMIS TO EXCEDUC MIDDLE/HIGH CERT PROG,e,Se 001,W,4:30pm,7:10pm,EMS,W101,Grampp,5 WKS BEGINNING WEEK OF 10/9  RESTRICTED TO MIDDLE HIGH EXCEDUC STUDENTS,
,272-579,CURRENT TOPICS IN CURRICULUM AND INSTRUCTION,3-Jan,U/G,"; ; MAY BE RETAKEN WITH CHANGE IN TOPIC TO MAX OF 9 CR INCLUDING CR EARNED UNDER CURRINS 779. PREREQ: JR ST, CONS INSTR",,,,,,,,,,
#+,216-705,MANAGERIAL ECONOMICS FOUNDATION:,1,G,; ; PREREQ: ECONOMICS OF ENTERPRISE - GRAD ST; ECONOMIC ENVIRONMENT OF BUSINESS - GRAD ST & ECONOMICS OF ENTERPRISE,,,,,,,,,,
,272-629,CHANGE AND CHANGE STRATEGIES IN EDUCATION,4-Jan,U/G,; ; PREREQ: JR ST; TEACHING EXPERIENCE,,,,,,,,,,
#,272-644,ENHANCING LITERACY LEARNING FOR DIVERSE LEARNERS:,3,U/G,; ; JOINTLY OFFERED WITH & SUBTITLES COUNT AS REPEAT OF SAME TITLE OF EXCEDUC 644. CURRINS 644 & EXCEDUC 644 MAY BE RETAKEN WITH CHANGE OF TOPIC TO COMBINED 9 CR MAX. PREREQ: CURRENTLY TEACHING WITH AT LEAST 2 YRS EXPERIENCE; CONS INSTR,e,Se 105,T,4:30pm,7:10pm,OFC,TBA,Jacobs,TOPIC: EARLY READING EMPOWERMENT - PART 1,
#+,272-649,CHILDREN'S LITERATURE,4-Jan,U/G,; ; PREREQ: JR ST & ADMIS TO SCHOOL OF EDUC; OR GRAD ST,,,,,,,,,,
#+,272-651,BOOKS AND PICTURES FOR THE YOUNG CHILD,3,U/G,; ; PREREQ: JR ST,,,,,,,,,,
,272-652,INTEGRATING READING AND WRITING: KINDERGARTEN THROUGH EIGHTH GRADE,3,U/G,; ; PREREQ: JR ST; TEACHING EXPERIENCE OR CONS INSTR,e,Se 101,T,4:30pm,7:10pm,OFC,MAPL,Franczyk,"MAPLE DALE SCHOOL, 8377 N PORT WASHINGTON RD",
,272-655,APPLIED LINGUISTICS FOR TEACHERS,4-Jan,U/G,; ; PREREQ: JR ST,e,Se 001,T,4:30pm,7:10pm,EMS,W101,Curtain,3 CR,
#,272-701,CURRICULUM PLANNING,3,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,272-702,CURRICULUM PROBLEMS AND PRACTICES IN EARLY CHILDHOOD EDUCATION,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,4:30pm,7:10pm,END,388,File,,
#,272-705,CURRICULUM AND INSTRUCTION AS A FIELD OF INQUIRY,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,4:30pm,7:10pm,PHY,147,Carvan,END 740 = REMSTAD LAB,
#,272-714,ANALYSIS OF INSTRUCTION,3,G,; ; PREREQ: GRAD ST,,,,,,,,,,
#,216-210,INTRODUCTION TO MANAGEMENT STATISTICS,3,U,; ; PREREQ: SOPH ST; MATH 211(C) OR 231(C); BUS ADM 230(P) ; ; ENROL IN LC 401 & ANY DS 601-608; OR ENROL IN LC 402 & DS 609 OR DS 610. MIDTERM EXAMS FOR LC 401 ON F 10/13 & F 11/17 FROM 2:00-4:00 PM,,,,,,,,,,
#+,216-709,DATA ANALYSIS FOR MANAGERS,2,G,"; ; PREREQ: GRAD ST; BUS ADM 702(P), 703(P)",,,,,,,,,,
#,272-716,URBAN EDUCATION: TEACHING,4-Jan,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,272-729,QUALITATIVE RESEARCH AND FIELD STUDIES IN EDUCATIONAL SETTINGS,3,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN AD LDSP 729 WHICH IS IDENTICAL TO CURRINS 729. PREREQ: GRAD ST; ED PSY 528(P) OR EQUIV,e,Se 001,T,4:30pm,7:10pm,END,384,Zahorik,,
,272-748,PRACTICUM IN READING DIAGNOSIS AND TREATMENT: ELEMENTARY,3,G,; ; PREREQ: GRAD ST; CURRINS 747(P); WRIT CONS INSTR,e,Se 101,T,4:30pm,7:10pm,OFC,ANDO,Moburg,"ANDREW DOUGLAS MIDDLE SCHOOL, 3620 N 18TH STREET",
#+,272-800,MASTER'S SEMINAR IN CURRICULUM & INSTRUCTION,3,G,; ; PREREQ: GRAD ST; 30 GRAD CR; CONS DEPT; ADVISOR'S RECOM,e,Se 001,M,4:30pm,7:10pm,END,388,Western,,
,272-801,URBAN EDUCATION: DOCTORAL SEMINAR IN CURRICULUM & INSTRUCTION,3,G,; ; PREREQ: ADMIS TO PHD PROG; EDUC 701(P),e,Se 001,R,4:30pm,7:10pm,END,384,Pucci,,
#,293-103,YOGA FOR DANCE I,2or3,U,; (A) DANCE MAJORS REGISTER FOR 2 CR. NON-MAJORS REGISTER FOR 3 CR. MAY BE RETAKEN TO MAX OF 3 SEM. PREREQ: NONE,,,,,,,,,,
#,293-110,INTRODUCTION TO THE ART OF DANCE,3,U,; (A) MAY BE RETAKEN TO A MAX OF 2 SEM. PREREQ: NONE,,,,,,,,,,
#,293-111,BEGINNING BALLET I,3-Feb,U,; (A) MAY BE RETAKEN TO A MAX OF 3 SEM. PREREQ: NONE,,,,,,,,,,
#,293-112,BEGINNING BALLET II,3-Feb,U,; ; MAY BE RETAKEN TO A MAX OF 3 SEM. PREREQ: DANCE 111 & CONS INSTR,,,,,,,,,,
#,293-113,BEGINNING MODERN I,3-Feb,U,; (A) MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: NONE,,,,,,,,,,
#+,216-710,OPERATIONS RESEARCH,2,G,"; ; PREREQ: GRAD ST; BUS ADM 701 (FOUNDATION I & II)(P), BUS ADM 702(P) & 703(P)",e,Se 001,M,5:30pm,7:10pm,BUS,S231,Liu,,
#,293-115,BEGINNING JAZZ I,3-Jan,U,; (A) MAY BE RETAKEN TO A MAX OF 3 SEM. PREREQ: NONE,,La 901,TR,1:00pm,2:20pm,OFC,DANW,Price,"3 CR  LA 901, MEETS AT DANCEWORKS, 1661 N WATER ST, MILWAUKEE",
,293-116,BEGINNING JAZZ II,3-Jan,U,; ; MAY BE RETAKEN TO A MAX OF 3 SEM. PREREQ: DANCE 115 & CONS INSTR,,La 801,TR,1:00pm,2:20pm,MIT,335,Tyson,2-3 CR,
,293-117,TAP I,3-Jan,U,; (A) MAY BE RETAKEN TO MAX OF 2 SEM. PREREQ: NONE,e,La 901,TR,5:30pm,6:50pm,OFC,DANW,Brinkman-Susta,"3 CR  LA 901, MEETS AT DANCEWORKS, 1661 N WATER ST, MILWAUKEE",
#,293-122,BEGINNING AFRICAN DANCE I,3-Feb,U,; (A&) DANCE MAJORS ENROL FOR 2 CR; NON-MAJORS FOR 3 CR. MAY BE RETAKEN TO MAX OF 3 SEM. PREREQ: NONE,,,,,,,,,,
