code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
HIST 496,A TURBULENT TIME: THE WORLD OF THE HAITI,3.00,"* DISTRIBUTION COURSE: GROUP II
This seminar examins the impact of the Haitian Revolution (1791-1804) on
the Americas in the late 18th- and early 19th-centuries. This was the
only time an enslaved people had successfully seized their freedom and
created and independent state. Throughout the Americas, the event was
both a warning to slaveholders and an inspiration to slaves. Limited
enrollment.",001,M,02:00PM,05:00PM,FL,525,"Cox, Edward"
HIST 502,MASTER'S HISTORICAL RESEARCH,1.00,See Hist 501.,,,,,,,
HIST 504,GRADUATE TOPICS,2.00,,,,,,,,
HIST 512,DIRECTED READ-AMERICAN HIST I,4.00,For graduate students only.,,,,,,,
HIST 514,DIRECTED READ AMERICAN HIST II,4.00,For graduate students only.,,,,,,,
HIST 516,DIRECTED READINGS IN MILITARY HISTORY,4.00,,,,,,,,
HIST 518,DIRECTED READ-SCIENCE AND TECH,4.00,For graduate students only.,,,,,,,
HIST 522,DIRECTED READ.MEDIEVAL HISTORY,4.00,For graduate students only.,,,,,,,
HIST 524,COLONIAL/POSTCOLONIAL DISCOURSE THEORY,4.00,"Graduate version of Hist 425,
Students may not receive credit for both Hist 425 and 524.",001,F,01:00PM,04:00PM,FL,525,"Seed, Patricia"
HIST 526,DIRECTED READ AFRICAN HISTORY,4.00,For graduate students only.,,,,,,,
ACCO 528,SYSTEMS ANALYSIS AND DESIGN,3.00,"Concepts related to systems analysis, design, development, and
implementation.
Prereq- intructor's permission.",,,,,,,
ARCH 432,INTRO TO COMPUTER APPL IN ARCH,3.00,"This course is designed as a general introduction to computing in the
context of architectural design. Emphasis is on the use of digital
media as design tools and the appropriate use of these tools in the
varying processes of design. This course includes exposure to a broad
spectrum of design, drafting, modeling and presentation software.",,,,,,,
HIST 528,DIRECTED READ.NON-WESTERN HIST,4.00,For graduate students only.,,,,,,,
HIST 530,DIR.READ.MOD.EUROPEAN HIST I,4.00,For graduate students only.,,,,,,,
HIST 532,DIR.READ.MOD.EUROPEAN HIST II,4.00,For graduate students only.,,,,,,,
HIST 536,SEM IN THE HIST OF THE MIDDLE EAST:AMERI,4.00,"Graduate version of the Hist 436. Students may not receive credit for
both Hist 436 and 536.",001,M,02:00PM,05:00PM,RH,111,"Makdisi, Ussama"
HIST 542,"RACE,NATION AND IDENTITY",4.00,"Focusing on France but using a comparative approach this research
seminar will examine the leading themes and figures in the emergence of
racial thought in the 19th century and its development in the 20th. The
relationship between race, nation, and identity will be among the
salient features of the course.",001,T,07:00PM,10:00PM,FL,525,"Lorcin, Patricia"
HIST 554,TOPICS IN LATE MEDIEVAL SPANISH HISTORY,4.00,"This course examines the history of Iberia from the onset of the Black
Death to the conquest of Granada/expulsion of the Jews. We will focus
on the political crises of the period and emphasize how these crises
affected relations between Christians, Jews, and Muslims.
Prereq- Reading knowledge of Spanish, Catalan, Hebrew, or Latin.",,,,,,,
HIST 565,"EARLY AMERICA, 1607-1800",4.00,"Study of major works on the English colonies of North America, as well
as topics of particular interest to individual students.",001,M,02:00PM,05:00PM,FL,528,"Gruber, Ira"
HIST 568,EMANCIPATION AND TRANSITION TO FREEDOM/POS,4.00,"Reading and research seminar focusing on the process and experience of
emancipation during and after the American Civil War, the transition to
a southern economy based on free labor ideals, and the reconfiguration
of politics after the enfranchisement of African American men. We will
consider traditional historical sources pertaining to the reconstruction
of social, economic, and political life after the abolition of slavery,
and issues of identity formation and definition (e.g., race, gender,
class, partisanship) in postwar southern literature. Open to advanced
undergraduates with permission of the instructor.",001,W,02:00PM,05:00PM,FL,525,"Dailey, Jane"
HIST 578,AFTER P0STMODERNISM,4.00,"Why has postmodernism failed--run aground, as it were, on its own
superficiality? What are the new, 'positive"" intellectual paradigms that
have emerged in its wake? After surveying the reasons postmodernism
proved unable to respond to the posttotalitarian caesura of 1989, we
will examine the renewal of democratic thought. Among the thinkers we
will examine will be Richard Rorty, Jurgen Habermas, Charles Taylor and
Jean Elshtain.",001,M,06:00PM,10:00PM,FL,525,"Wolin, Richard"
HIST 586,U.S. CONST AND LEGAL HISTORY,4.00,"Significant constitutional and legal original research questions
stressing civil liberties, criminal law, civil-military relations, race
relations, and urban problems.",,,,,,,
ARCH 436,COMPUTER AIDED DESIGN IN ARCH,3.00,"Advanced computer graphic techniques using CAD in architecture as a
design and presentation medium.",,,,,,,
HIST 591,GRADUATE READING,1.00,Graduate reading in conjunction with another course.,,,,,,,
HIST 592,GRADUATE READING,1.00,See Hist 591.,,,,,,,
HIST 593,GRADUATE READING,1.00,See Hist 591.,,,,,,,
HIST 596,A TURBULENT TIME:THE WORLD OF THE HAITIA,3.00,,001,M,02:00PM,05:00PM,FL,525,"Cox, Edward"
HIST 800,PH.D RESEARCH,3.00,Doctoral dissertation.,,,,,,,
HART 206,INTRODUCTION - HISTORY OF ART,4.00,"* DISTRIBUTION COURSE: GROUP I
A survey of painting, sculpture, and architecture from the Renaissance
through the twentieth century. An additional hour of tutorial per week
will be assigned during the first week.",,,,,,,
HART 300,ART AND THE WORLD'S RELIGIONS,3.00,"* DISTRIBUTION COURSE: GROUP I
Art is presented as a way of thinking about reality. Slide-illustrated
lectures will involve visual formulations of: origination, history,
destiny,society, the individual, sexuality, gender, power, and the end
of the world.
Also offered as Reli 300.
Limited enrollment:35.",001,T,07:00PM,10:00PM,SH,303,"McEvilley, Thomas"
HART 316,ART AND ARCHITECTURE IN THE MIDDLE EAST,3.00,"This course surveys the art and architecture of the Islamic Middle East
from the 13th century onwards. It examines the relationship of art to
historical context, its social uses, and the construction of its
meaning.
 Of special concern are the visual productions of the Mamluk,
II-Khanid, Timurid, Ottoman and Safavid states, and the development of
imperial capitals such as Cairo, Bukhara, Samarkand, Istanbul, and
Isfahan. Pre-requisties:none.",001,TTH,10:50AM,12:05PM,SH,207A,"Watenpaugh, Heghnar"
HART 322,UNDERSTANDING POST-MODERNISM,3.00,"* DISTRIBUTION COURSE: GROUP I
A study of broad cultural change that is still unresolved, and still
controversial. Attention will be paid to post-modern issues in history,
philosophy, post colonial studies, marxism, feminism, and psychoanalytic
theory, with less explicit attention to post-modern issues in literary
criticism. The visual arts, including film, will be presented not in
isolation but in a matrix of cultural wholeness. Lectures, discussions,
slide and film showings.
Enrollment is limited to 20.",001,W,01:00PM,04:00PM,SH,429,"McEvilley, Thomas"
HART 331,"SEMINAR IN FILM AND TV AUTHORS: KUBRICK, S",4.00,"* DISTRIBUTION COURSE: GROUP I
Focuses on issues of authorship in film and television. Presents a
structuralist and poststructuralist reading of the films of Stanley
Kubrick, Martin Scorsese, and Arthus Penn. Their films will be seen in
the context of the social issues of the 1960s through the 1990s.
Enrollment limited to 15.",001,W,01:00PM,05:00PM,MECN,100,"Naficy, Hamid"
ARCH 440,"DIGITAL RENDERING, ANIMATION AND VIRTUAL",3.00,"Advanced course in computer modelling, rendering and graphics
manipulation. This course is designed to explore computer modelling
and rendering techniques and their role in the design process.
Prereq- Arch 435 or 635 (Lou DeLaura's Intro. AutoCAD) or permission of
instructor.
Enrollment limited to 8.",,,,,,,
HART 336,"TELEVISION, SPECTACLE AND THE VISUAL ART",3.00,"* DISTRIBUTION COURSE: GROUP I
This seminar will investigate the myriad ways in which thinking about
television (or the ""televisual"") can be used to reevaluate the meaning
and development of the arts of the post-War period.",001,TH,01:00PM,04:00PM,SH,207A,"Joseph, Branden"
HART 350,AMERICAN ARCHITECTURE AND DECORATIVE ART,3.00,"* DISTRIBUTION COURSE: GROUP I
Major topics will include the furniture styles of early America, the
architecture of colonial cities, the life, thought, and architectural
ideas from Thomas Jefferson, urban design and building projects in
Washington, D.C., and other U.S. cities, and domestic life and interior
design in nineteenth-century America.
Enrollment limited to 36.",001,MW,11:00AM,12:15PM,SH,305,"Manca, Joseph"
HART 371,ART BETWEEN THE WARS:CULTURAL POLITICS O,3.00,"Dada and Surrealism developed in a cultural climate traumatized by World
War I and charged ideologically by the political upheavals that
catalyzed WWII. From the vantagepoint of these two major
twentieth-century movements,this course will explore how modern
artists responded to these transformative historical events. This class
will be conducted as a seminar, with a select group of sessions to be
held at The Menil Collection. There will be extensive readings,
including contemporary theoretical texts both artistic and political, as
well as articles by modern scholars.",001,MW,04:00PM,05:30PM,SH,207A,"Papanikolas, Theresa"
HART 408,SEMINAR - MIDDLE EASTERN ART,3.00,"* DISTRIBUTION COURSE: GROUP I
This seminar focuses on topics in Middle Eastern art. The scope is
comparative, and the content of the course is variable. Readings and
discussions address historical and theoretical issues.
Enrollment limited to 15.",001,T,02:00PM,05:00PM,SH,207A,"Watenpaugh, Heghnar"
HART 421,THE IMAGE OF THE ARTIST: SELF-REPREST. F,3.00,"The course concerns self-representations of artists and their
environments, both personal and professional. The course topic is
essentially iconographic, but considerable attention will be given to
the history and techniques of printmaking through the early nineteenth
century.",001,W,02:00PM,05:00PM,,,"Clifton, James"
HART 464,ANDY WARHOL:ARTIST OF THE (NEXT?) CENTU,3.00,"* DISTRIBUTION COURSE: GROUP I
The current moment is an excellent time to begin to reevalute the
meaning of Warhol's art and his legacy. This course will examine the
facets of Warhol's career, as well as his work in photography, fashion,
mutli-media happenings, literature, and theatre. A look a Warhol's
collaborations with rock musicians and the way Warhol influenced the
birth of punk rock will all be examined.",001,TTH,09:25AM,10:40AM,SH,307,"Joseph, Branden"
HART 471,"CULTURE, MEDIA, SOCIETY EXILE AND DISPORA",4.00,"Examination of cultural productions as vehicles for communication
across national, cultural, and other boundaries, using contemporary
theories of culture and media. Includes the creation of meaning
 and cultural capital, the representation of minority and
alternative views, and the construction of individual and group
identities. Also offered as ANTH 471.",001,TH,01:00PM,05:00PM,MECN,100,"Naficy, Hamid"
HART 491,BAYOU BEND INTERNSHIP,3.00,"* DISTRIBUTION COURSE: GROUP I
Internship at Bayou Bend, the American Decorative Arts Center of the
Museum of Fine Arts, Houston.
Prereq- Offered to the winner of the Jameson Fellowship.",,,,,,,
HART 492,SPECIAL TOPICS: FOUR MODERN MASTERS,3.00,"A study of the art and criticism of four masters of twentieth-century
art: Picasso, Duchamp, Ernst and Mondrian.
Prereq- Hart 206 or 475 or permission of instructor.",001,MW,02:30PM,03:50PM,,,"Camfield, William"
HART 499,INDEPENDENT STUDY,3.00,Prereq- permission of the faculty.,,,,,,,
ARCH 448,LATE 20TH CENT ARCH AND URBANISM,3.00,"The course considers the historical circumstances of the architecture of
the very recent past, covering the years 1950-1993. The goal of the
course is to define the relevant issues in contemporary architectural
discourse and illustrate them with detailed case studies. The design
process and the lived-in form of architecture and urbanism will be the
primary focus, and the scope of the inquiry will comprehend the
development of current building types, new technological practices,
emerging urban patterns, the changing role of the architect, and
stylistic trends. Architecture will be considered both as a theoretical
discourse, a highly self-conscious and intellectual pursuit, and as a
worldly and contradictory practice.
Permission of instructor required.
Enrollment is limited to 20.",,,,,,,
HART 571,"CULTURE, MEDIA, SOCIETY EXILE CINEMA",4.00,"Examination of cultural productions as vehicles for communication across
national, cultural, and other boundaries, using contemporary theories
of culture and media. Includes the creation of meaning and cultural
capital, the representation of minority and alternative views, and the
construction of individual and group identities. Also offered as ANTH
571.",001,TH,01:00PM,05:00PM,MECN,100,"Naficy, Hamid"
HART 586,INDEPENDENT READING,3.00,,,,,,,,
HART 592,MASTER OF ARTS THESIS,3.00,,,,,,,,
HART 594,SPECIAL TOPICS,3.00,,,,,,,,
HART 596,SPECIAL TOPICS,3.00,Prereq- permission of instructor.,,,,,,,
HART 800,THESIS AND RESEARCH,3.00,,,,,,,,
HONS 471,RICE UNDERGRADUATE SCHOLARS PROGRAM (RU,3.00,"The RUSP program is designed for juniors or seniors from any department
who are considering graduate school and/or academic careers.
Individual research projects form the program's core. Research is
pursued under the direction of a faculty member identified by the
student. This faculty member serves as mentor and meets regularly with
the student. The program provides modest funds to support the research..
Weekly class meeting occur for discussion of relevant topics and for
student presentations. The first semester carries 3 hours of credit and
the second semester variable credit (generally 3-6 hours, depending on
the project). An oral presentation and scholarly manuscript describing
the research project conclude the course.",,,,,,,
HPER 101,BASIC PHYSICAL EDUCATION,0.00,"Skill development, knowledge of rules and strategy, concepts of
conditioning, and participation in two physical activities. Required
for baccalaureate degree. Normally, it is expected that the requirement
for Hper 101-102 be completed during the freshman year.",,,,,,,
HPER 102,BASIC PHYSICAL EDUCATION,0.00,"Skill development, knowledge of rules and strategy, concepts of
conditioning, and participation in two physical activities. Required
for baccalaureate degree.",,,,,,,
HPER 103,INTERMED INSTRUC IN PHYS ACTIV,1.00,"Open to all students on space available basis with priority to Hper
major students.
Prereq- Hper 101 and 102.",,,,,,,
ARCH 452,BUILDING WORKSHOP,3.00,"This elective course is to design, fabricate, and erect a small
structure during the semester. Students in the workshop will work
together with each other, with the parent group at Edgar Allen Poe
Elementary School, and with the instructor, to develop a design for the
bus shelter in detail, to fabricate it using all necessary materials
and processes and to erect it on the site. Work will proceed in the
Building Workshop facilities in Ryon Lab.
Prereq- permission of instructor required.",,,,,,,
HPER 104,INTERMED INSTRUC IN PHYS ACTIV,1.00,"Open to all students on space available basis with priority to Hper
major students.
Prereq- Hper 101 and 102.",,,,,,,
HPER 105,INTERMED INSTRUC IN PHYS ACTIV,1.00,"Open to all students on space available basis with priority to Hper
major students.
Prereq- Hper 101 and 102.",,,,,,,
HPER 106,INTERMED INSTRUC IN PHYS ACTIV,1.00,"Open to all students on space available basis with priority to Hper
major students.
Prereq- Hper 101 and 102.",,,,,,,
HPER 120,SCIENTIFIC FOUNDATIONS OF HUMAN PERF AND,3.00,"An introduction to the scientific areas of human movement: anatomy and
physiology, physiology of exercise, motor learning, and kinesiology.",001,MWF,10:00AM,10:50AM,GL,106,"Etnyre, Bruce"
HPER 204,PSYCHOLOGICAL FOUNDATIONS,3.00,"Investigation of the theoretical and empirical psychological foundations
of sport and physical activity.
Enrollment is limited to 40.",001,TTH,01:00PM,02:15PM,PL,212,"Poindexter, Hally"
HPER 250,ANATOMY AND PHYSIOLOGY,3.00,"Introduction to human anatomy and physiology, with emphasis on gross
structure and basic concepts of function.
Enrollment limited to 50.",001,MWF,11:00AM,11:50AM,,,
HPER 302,KINESIOLOGY,3.00,"Anatomical and mechanical bases of human movement with emphasis on the
analysis of sport and exercise skills.
Prereq- Hper 120, 250, or permission of instructor.
Limited enrollment",001,TTH,09:25AM,10:40AM,,,
HPER 304,FIRST AID/EMERGENCY CARE/CPR,1.00,"The American Red Cross certification program for emergency care
procedures for illness, traumatic injuries, and cardiopulmonary
resuscitation.
Advanced permission of department required.
Enrollment limited to 25.
Also offered as Heal 304.",001,M,07:00PM,09:30PM,,,
HPER 338,DANCE TECHNIQUE/IMPROVISATION,1.00,"Modern dance techniques and improvisation.
May be taken in lieu of Hper 103/104 or hper 105/106.",001,TTH,01:00PM,02:20PM,,,
HPER 362,SPORT MARKETING AND PROMOTION,3.00,"The role of communication media in sports. For junior and senior
students only.
Enrollment limited to 40.",001,TTH,09:25AM,10:40AM,,,
ARCH 454,20TH CENTURY NORTH AMER ARCH,3.00,"A seminar in history and criticism. In this course we will consider
the establishment of a canon of 20th century architecture in North
America (US & Canada). Each week we will take apart the various
criteria that qualify buildings for history including aesthetic and
stylistic quality, technological invention, architectural careerism,
urban contributions, stylistic quality, technological invention,
architectural careerism, urban contributions, geographic influence,
typlogy, theory, art movements, and social implications. The goal of
the course is to investigate the way texts relate to build reality.
Prereq- permission of instructor is required.",,,,,,,
HPER 364,SPORT AND THE LAW,3.00,"Study of general legal principles and their particular application
within the sport industry. For Junior and Senior students.",001,TTH,10:50AM,12:05PM,,,
HPER 375,SPORTS MEDICINE INTERNSHIP,3.00,"Internship experience for senior students in sports medicine track.
Prereq- permission of instructor.",,,,,,,
HPER 376,SPORT MANAGEMENT INTERSHIP,3.00,"Internship experience for senior students in sport management track.
Prereq- permission of instructor.",001,,,,,,"Gallant, Harmon"
HPER 377,EXERCISE SCIENCE INTERNSHIP,3.00,"Internship experience for upper level students in exercise science
track.
Prereq- permission of instructor.",,,,,,,
HPER 412,MOTOR CONTROL,3.00,"Exploration of the neurophysiological, behavioral, and biomechanical
aspects of human movement and development.",001,,,,,,"Etnyre, Bruce"
HPER 421,"ADVANCED TOPICS IN EXERCISE, PHYSIOLOGY",3.00,"Advanced topics in exercise physiology/biochemistry and their relation
to preventative medicine and current topics in the U.S.. A significant
part of the class will focus on review articles. The emphasis will then
be placed onthe development of research in this field.
Prereq- Hper 120,250,302,321, and 323.",001,TTH,10:50AM,12:05PM,,,
HPER 431,COACHING OF BASKETBALL,2.00,"Study of coaching methods and strategies for developing high level
basketball players and teams.
Limited enrollment to 25.",001,MW,11:00AM,11:50AM,,,
HPER 432,COACHING OF BASEBALL,2.00,"Study of teaching and coaching of the techniques and strategies
associated with America's pastime.",001,MW,10:00AM,10:50AM,,,
HPER 466,SPORT LABOR RELATIONS,3.00,"Study of antitrust and labor law principles and their particular
application within the sport industry.
Prereq- Hper 364.",001,MWF,09:00AM,09:50AM,,,
HPER 495,INDEPENDENT STUDY,1.00,"For junior and senior students only.
Prereq- must pre-register. Instructor approval.",001,,,,,,"Lee, Eva"
ARCH 461,SPECIAL PROJECTS,0.00,"Independent research or design arranged in consultation with a faculty
member. Subject to approval of faculty advisor and director.
Very limited enrollment.",,,,,,,
HPER 496,INDEPENDENT STUDY,1.00,See Hper 495.,001,,,,,,"Lee, Eva"
HPER 498,EXCEPTIONALLY GIFTED TO CHALLENGED: APP,3.00,"001 MW 10:00AM-10:50AM GYM*- Bearden, Frank *CURRENT ENR: 0",,,,,,,
HUMA 102,INTRODUCTION TO HUMANTIES IN THE WESTERN,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP I
Continued study, in discussion and occasional lectures, of
representative works in the Western tradition, from Michelangelo to
Martin Luther King.
A FOUNDATION COURSE.",,,,,,,
HUMA 104,SELF IN TEXT AND IMAGE,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP I
This course will explore representations of the self in Western culture
from late antiquity to the present. We will examine film,
autobiography, the novel, and visual portraits, as well as the
relationships among these genres. Works to the studied may include
Augustine's Confessions, John Singleton Copley's portraits, Virginia
Woolf's A Room of One's Own, and Spike Lee's Malcolm X.
A FOUNDATION COURSE
Enrollment is limited to 18 per section.",,,,,,,
HUMA 109,LITERATURE AND SOCIETY:DEV OF DRAMA AND HIS,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP I
Will present an introduction to drama and historiography of classical
Greece. Many of the plays of the great tragedians Aeschylus, Sophocles,
and Euripides and by the comic genius Aristophanes are put on stage
until today, and have a deep influence on our modern culture. Herodotus
and Thucydides present two different models of writing history that are
still valid. Reading will consist mainly of primary sources. Two
lectures and one discussion per week.",001,TTH,10:40AM,12:05PM,,,"Brockmann, Christian"
HUMA 115,PHILOSOPHERS LOOK AT RELIGION,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP I
Inquiry into the ways which selected Western and Asian philosophers have
interpreted God, reality, the moral life and religious experience.
Plato, Augustine, Hume and Kant will be compared with thinkers of the
Vedic, Jain, Saukhya, and Buddhist traditions.
Enrollment is limited.
Also offered as RELI 293.",001,TTH,09:25AM,10:40AM,SH,207B,"Wyschogrod, Edith"
HUMA 201,PUBLIC SPEAKING,3.00,"* DISTRIBUTION COURSE: GROUP I
There will be a sign-up for the sixteen places in Dennis Huston's HUMA
201 course, Public Speaking, at 7:30a.m. Tuesday, November 16, in 324
Rayzor Hall. Students will be assigned to these spaces on a first-come,
first-served basis; ""But you must be there at 7:30am on THURSDAY to
participate. ( This class will meet on Thruday afternoons from
2:30-5:30 in the spring semester.) Freshmen are not eligible for this
course.",,,,,,,
HUMA 295,CURRENT ISSUES IN THE WORKPLACE,3.00,"Prereq- prior acceptance to Joint Venture Internship program or
permission of instructor. Limited to juniors and seniors. Preference
given to humanities majors.",001,M,07:00PM,10:00PM,RH,105,
HUMA 308,BUSINESS AND PROFESSIONAL SPEAKING,3.00,"Practical application of communication theory with emphasis on oral
presentations, interviewing and small group dynamics.
Prereq- Huma 201, junior students, or consent of instructor.",001,TTH,01:00PM,02:20PM,GRB,212W,"West, Dan"
HUMA 318,CONSULTING W/STUDENT WRITERS,1.00,"Excellent student writers prepare for working with other
student writers by studying writing processes, writing problems, texts,
and exercises and by role-playing.",,,,,,,
ARCH 464,INDEPENDENT PROJECTS IN FURN DESIGN AND,3.00,"This course will examine alternative materials and material
technologies, both existing and emerging, and their impact on the design
and fabrication of furniture. The class will initially focus on
research into impact of innovations in materials and practices on the
production of furniture over the course of the last century. Each
student will specifically address the use made by various designers of
these changes. The remainder of the course will see each student focus
on the investigation of a specific material and its possible methods of
manipulation via a simultaneous process of research/design resulting in
the fabrication of a proto type.
Prereq- permission of instructor.",,,,,,,
HUMA 332,CHINESE FILMS AND MODERN,3.00,"This course is designed to approach modern Chinese literature through
visual images (Chinese films, subtitled in English). All films shown
for this course will be adaptations from modern Chinese fiction;
therefore, our analysis of the films will be connected to the original
texts. The discussion will be conducted on the basis of literary
history and narrative structure, with explicit attention given to
narratology and movie theory. Films will be shown outside of class;
in-class time will be devoted to lectures and discussions on the films.
All readings are in English translation. No previous knowledge of
Chinese literature or the Chinese language is required.
Also offered as Chin 332.",001,W,03:00PM,06:00PM,PL,117,"Qian, Nanxiu"
HUMA 372,GERMAN FAIRY TALE-OLD AND NEW,3.00,"* DISTRIBUTION COURSE: GROUP I
Discussion of several prototypes from the fairy-tale collection of the
Brothers Grimm and the subsequent development of the ""literay"" fairy
tale from Goethe and the Romantics of the 20th century. Non-majors read
the texts in English. Also offered as GMAN	392.",001,MWF,11:00AM,11:50AM,RH,319,"Weissenberger, Klaus"
HUMA 373,ADAPTATIONS:FROM TEXT TO FILM,3.00,"* DISTRIBUTION COURSE: GROUP I
This course will focus on works by Kafka, Doeblin, Mann, Grass, Boell,
Frisch, Bachmann and others. Questions will assessed such as what have
the two media in common, how do they express differently, and how should
the literary author versus the film director be perceived. German majors
may read and write in German. Non-majors read texts in English. Also
offered as GMAN 406.",001,TTH,01:00PM,02:20PM,RH,320,"Eifler, Margaret"
HUMA 380,CONTEMP CENTRAL EUROPEAN POLITICS AND CU,3.00,"* DISTRIBUTION COURSE: GROUP I
In 1989 the history of Europe changed. The domination of the Soviet
Empire over the Central Part of Eurpoe ended. During our course we will
try to understand why it happened; we will talk about the most important
ideas in the intellectual life of Central and East Europe. Also offered
as RUSS 320 and SLAV 320.",001,TTH,10:50AM,12:05PM,FL,517,"Koehler, Krzysztof"
HUMA 382,TOLSTOY,3.00,"* DISTRIBUTION COURSE: GROUP I
Study of major works of Tolstoy. Non-majors read the tests in English.
Also offered as Russ 351.",001,MWF,01:00PM,01:50PM,FL,412,"Thompson, Ewa"
ITAL 102,ELEMENTARY ITALIAN II,4.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of Ital 101.
Includes video of Italian Opera ""La Traviata"". Prereq- Ital 101",001,MWF,10:00AM,10:50AM,,,"Caflisch, Anna"
ITAL 202,INTERMEDIATE ITALIAN FOR WRITTEN AND ORAL,3.00,"* DISTRIBUTION COURSE: GROUP I
""Crescendo"": active practice of contemporary Italian; literary and
cultural readings serve as a basis for class discussion and composition;
includes a movie by the Italian master Fellini. Prereq- ITAL 201 or
Placement Exam. Extra work for ITAL 302 credit.",001,MWF,01:00PM,01:50PM,FL,517,"Caflisch, Anna"
ITAL 302,ADVANCED ITALIAN FOR THE WRITTEN AND ORAL,3.00,"* DISTRIBUTION COURSE: GROUP I
In addition to ""Crescendo,"" the course includes ""La Bottega del
Racconto"": active practice of composition, oral analysis and discussion
based upon the reading of texts and viewing of films on selected issues
and problems in past contemporary Italian society. Prereq- ITAL 202 or
Placement Exam.",001,MWF,01:00PM,01:50PM,FL,517,"Caflisch, Anna"
JAPA 102,INTRODUCTION TO JAPANESE LANGUAGE AND CUL,5.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of JAPA 101.",001,MWF,09:00AM,09:50AM,RH,111,"Sato, Hiroko"
JAPA 202,INTERMEDIATE JAPANESE LANGUAGE AND CULTUR,5.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of Japa 201.
Prereq- Japa 201 or equivalent.",001,MWF,10:00AM,10:50AM,RH,107,"Sato, Hiroko"
ARCH 470,TAUTNESS AND PARTICULATES,3.00,"The research of underlying regulartory systems - material, theoretical,
legislative - leads to the development/proposal of new system strands
that attempt to redefine the bulit and economic environment at multiple
scales of invention. Conducted in three parts, the seminar begins with
series of presentation, followed by individual research, leading to the
innovative collective; particulates of the metropolis.",,,,,,,
JAPA 302,ADVANCED JAPANESE READING AND COMPOSITIO,3.00,"Continuation of Japa 301.
Classes will be conducted in Japanese.",001,MWF,11:00AM,11:50AM,FL,412,"Sato, Hiroko"
JAPA 499,INDEPENDENT STUDY,1.00,Permission of instructor.,001,TH,12:00PM,01:50PM,,,"Sato, Hiroko"
JONE 285,INTERMEDIATE AMERICAN SIGN LANGUAGE,3.00,"The fundamentals of the structure of American Sign Language are
presented and developed. The theory of ""national sign language"" is
studied through demonstration and practice. The influence of idiomatic
expression and body language of ASL is studied. This course is designed
to prepare students for ASL III and Interpreting I classses. The
development of skills demands that the student have a receptive and
expressive skill in American Sign Language.
Limited enrollment to 20.",001,TTH,03:00PM,04:30PM,PL,117,"Scribner, Martha"
KORE 102,INTRODUCTION TO KOREAN LANGUAGE AND CULTUR,4.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of Korean 101",001,MWF,10:00AM,10:50AM,SH,352,"Yang, Insun"
KORE 202,INTERMEDIATE KOREAN LANGUAGE AND CULTURE,3.00,"* DISTRIBUTION COURSE: GROUP I
Development of intermediate language skills, conversation and
composition. Prereq-KORE 201 or equivalent.",,,,,,,
KORE 345,LINGUISTIC STRUCTURE OF KOREAN,3.00,"* DISTRIBUTION COURSE: GROUP II
Study of Korean grammar. Includes Korean syntax. morphology, phonology,
semantics, and discourse theory.
Also offered as LING 345.",,,,,,,
LATI 102,ELEMENTARY LATIN II,3.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of Lati 101.",001,MWF,02:00PM,02:50PM,FL,412,"Wallace, Kristine"
LATI 202,INTERMEDIATE LATIN II,3.00,"* DISTRIBUTION COURSE: GROUP I
Reading in Catullus.",001,MWF,01:00PM,01:50PM,FL,524,"Wallace, Kristine"
LATI 310,ADVANCED LATIN:VIRGIL,3.00,"Study of the Aeneid in its Augustan context, with speical emphasis on
book 7-12.",001,TTH,02:30PM,03:45PM,FL,517,"Brockmann, Christian"
LATI 492,DIRECTED READING,3.00,"Independent work for qualified juniors and seniors in genres or authors
not presented in other upper level courses.",,,,,,,
ARCH 492,URBANISM,3.00,"This course will focus on the contemporary mutations emerging within the
American context with emphasis on social and economic factors. Research
oriented, workshop style with a view to developing materials for public
display and information design.",,,,,,,
LATI 493,COMPREHENSIVE EXAMINATION,3.00,"Reading course to be taken by all majors in the senior year. Pre-
paration for the comprehensive examination which is to be taken in
the ninth week of the semester. For Classics and Latin majors only.",,,,,,,
LING 200,INTRODUCTION TO THE SCIENTIFIC STUDY OF,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
Introduction to concepts and terminology in the scientific study of
language. Includes sound systems (phonology), construction of words
(morphology), organization of words in the sentence (syntax), meaning
(semantics), and information flow (pragmatics), as well as a survey of
interdisciplinary uses of linguistics such as historical linguistics
(archaeology), dialectology (sociology), and language acquisition
(psychology, cognitive sciences, and language teaching).
FOUNDATION COURSE.
Also offered as Anth 200.",001,MWF,10:00AM,10:50AM,SH,303,"Niedzielski, Nancy"
